seller_id,seller_total_revenue,seller_n_items,seller_n_orders,seller_avg_price,seller_state
ceaec5548eefc6e23e6607c5435102e7,5798.56,19,19,269.84,sp
8160255418d5aaa7dbdc9f4c64ebda44,5718.47,42,35,117.68571428571428,sp
bba3293d6f5d5af2f415e004e8b93ae3,5683.2,8,8,690.17625,sp
25c5c91f63607446a97b143d2d535d31,5666.76,29,16,167.7955172413793,mg
391fc6631aebcf3004804e51b40bcf1e,5662.96,67,53,67.16820895522389,sp
eeb6de78f79159600292e314a77cbd18,5659.21,11,10,485.90636363636366,sc
de722cd6dad950a92b7d4f82673f8833,5331.21,28,26,159.54285714285714,pe
218d46b86c1881d022bce9c68a7d4b15,5078.33,36,34,123.80638888888888,sp
522620dcb18a6b31cd7bdf73665113a9,5057.61,17,17,273.2876470588235,pr
850f4f8af5ea87287ac68de36e29107f,5036.719999999999,26,25,178.98192307692307,sp
6061155addc1e54b4cfb51c1c2a32ad8,4935.76,11,6,428.04545454545456,sp
06a2c3af7b3aee5d69171b0e14f0ee87,4909.86,38,38,96.96368421052631,ma
c826c40d7b19f62a09e2d7c5e7295ee2,4884.13,35,34,125.026,sp
d91fb3b7d041e83b64a00a3edfb37e4f,4785.13,47,47,85.29723404255319,sp
b2ba3715d723d245138f291a6fe42594,4783.83,32,30,132.9965625,sp
5c243662ce92d84573bfaff24c3e3700,4766.54,12,12,379.9766666666667,sp
9c0e69c7bf2619675bbadf47b43f655a,4712.98,21,14,212.72809523809525,sp
53e4c6e0f4312d4d2107a8c9cddf45cd,4503.77,52,49,66.16192307692307,sp
ba90964cff9b9e0e6f32b23b82465f7b,4494.08,5,5,867.0,sp
b839e41795b7f3ad94cc2014a52f6796,4473.400000000001,3,3,1461.0,sp
8f2ce03f928b567e3d56181ae20ae952,4412.389999999999,26,21,145.51538461538462,sp
c3cfdc648177fdbbbb35635a37472c53,4336.51,27,25,142.18407407407406,pr
7299e27ed73d2ad986de7f7c77d919fa,4329.67,36,36,102.5461111111111,mg
7178f9f4dd81dcef02f62acdf8151e01,4213.17,23,21,161.4478260869565,sc
900ba814c251a692506d7834c1218441,4064.11,13,13,288.15999999999997,sp
744dac408745240a2c2528fb1b6028f3,4047.11,11,11,342.09090909090907,pr
1f1bb1f0859883505541bdd6606193e5,4006.72,6,6,651.9983333333333,sp
834f3294fba9f932f56edc879193f925,3993.17,6,6,597.3333333333334,sp
1835b56ce799e6a4dc4eddc053f04066,3965.0000000000005,51,37,62.67607843137255,sp
b33e7c55446eabf8fe1a42d037ac7d6d,3953.67,14,13,264.4042857142857,sp
1554a68530182680ad5c8b042c3ab563,3950.51,27,24,119.55407407407408,mg
710e3548e02bc1d2831dfc4f1b5b14d4,3934.28,17,16,205.79764705882351,pr
e59aa562b9f8076dd550fcddf0e73491,3885.83,9,8,401.0,pr
4d6d651bd7684af3fffabd5f08d12e5a,3881.38,27,25,121.58888888888889,sp
e9779976487b77c6d4ac45f75ec7afe9,3875.47,63,57,48.488412698412695,sp
5d378b73ab7dd6f0418d743e5dcb0bd1,3821.69,2,2,1844.0,sp
87142160b41353c4e5fca2360caf6f92,3808.9,33,29,95.64545454545456,rs
dbc22125167c298ef99da25668e1011f,3760.43,41,39,72.93585365853659,mg
59b22a78efb79a4797979612b885db36,3748.77,13,12,241.76923076923077,mg
0241d4d5d36f10f80c644447315af0bd,3730.9300000000003,21,19,143.55714285714288,pr
7142540dd4c91e2237acb7e911c4eba2,3653.66,29,28,107.89724137931034,sp
9f505651f4a6abe901a56cdc21508025,3646.89,50,44,58.0322,sp
dc4a0fc896dc34b0d5bfec8438291c80,3625.39,27,23,114.96037037037038,sp
5d9dc90a686a8fddacffab6bab5653a3,3524.8399999999997,3,3,1081.3266666666666,sp
12b9676b00f60f3b700e83af21824c0e,3520.99,16,16,193.9375,rs
527801b552d0077ffd170872eb49683b,3497.21,12,12,256.2333333333333,sp
f62d7bb4a613ec758a03342d46b580b2,3368.09,4,4,772.5,mg
04308b1ee57b6625f47df1d56f00eedf,3344.6899999999996,6,6,529.7333333333332,sc
1a3df491d1c4f1589fc2b934ada68bf2,3309.4500000000003,21,20,131.33809523809524,sc
004c9cd9d87a3c30c522c48c4fc07416,3299.48,22,20,125.72954545454546,sp
0b90b6df587eb83608a64ea8b390cf07,3234.76,18,15,156.73055555555555,pr
001cca7ae9ae17fb1caed9dfb1094831,3197.08,22,19,104.67272727272729,es
9803a40e82e45418ab7fb84091af5231,3195.74,6,1,516.625,go
a416b6a846a11724393025641d4edd5e,3167.41,25,21,111.5232,sp
1900267e848ceeba8fa32d80c1a5f5a8,3106.42,49,38,49.19183673469388,sp
1c68394e931a64f90ea236c5ea590300,3090.29,16,14,178.225625,pr
855668e0971d4dfd7bef1b6a4133b41b,3089.5299999999997,37,35,64.29594594594595,sp
8b321bb669392f5163d04c59e235e066,3059.16,103,98,16.164466019417475,sp
e882b2a25a10b9c057cc49695f222c19,3053.45,6,6,475.465,rj
2528744c5ef5d955adc318720a94d2e7,3052.65,2,2,1474.0,sp
7681ef142fd2c19048da7430856b5588,3037.67,5,4,583.796,sp
729f06993dac8e860d4f02d7088ca48a,2994.81,12,11,204.00833333333333,sp
897060da8b9a21f655304d50fd935913,2989.43,48,35,46.22625,sp
de23c3b98a88888289c6f5cc1209054a,2970.52,23,15,115.6195652173913,sp
bfd27a966d91cfaafdb25d076585f0da,2949.92,14,14,182.28571428571428,sp
a3a38f4affed601eb87a97788c949667,2918.2200000000003,24,23,102.60083333333334,sc
75d34ebb1bd0bd7dde40dd507b8169c3,2909.45,12,10,221.99,ba
8444e55c1f13cd5c179851e5ca5ebd00,2905.28,15,13,174.32333333333332,mg
c70c1b0d8ca86052f45a432a38b73958,2894.18,24,19,109.41041666666666,sp
d94a40fd42351c259927028d163af842,2874.88,17,17,127.07647058823531,mg
88460e8ebdecbfecb5f9601833981930,2870.9,25,25,98.62800000000001,pr
d921b68bf747894be13a97ae52b0f386,2834.09,12,12,215.4,mg
7e1fb0a3ebfb01ffb3a7dae98bf3238d,2829.4700000000003,17,16,151.28823529411764,sp
3c487ae8f8d7542beff5788e2e0aea83,2792.12,10,7,258.9,df
76d5af76d0271110f9af36c92573f765,2786.59,14,11,176.68928571428572,sp
903037660cf848a717166eb7a06d616e,2752.14,13,9,184.92923076923077,sp
966cb4760537b1404caedd472cc610a5,2751.27,4,4,667.2225,sp
c003204e1ab016dfa150abc119207b24,2721.39,19,18,123.53157894736842,sp
66922902710d126a0e7d26b0e3805106,2672.79,24,23,90.95416666666667,mg
16090f2ca825584b5a147ab24aa30c86,2660.52,37,36,57.49675675675676,sp
7aa4334be125fcdd2ba64b3180029f14,2632.06,31,30,67.56806451612904,sp
a5cba26a62b8b4d0145b68b841e62e7f,2626.23,10,10,234.93,pr
06e5eefc71ec47ae763c5c6f8db7064f,2623.7,10,10,235.97600000000003,rs
c3867b4666c7d76867627c2f7fb22e21,2615.9700000000003,18,18,127.38333333333334,sp
48162d548f5b1b11b9d29d1e01f75a61,2596.89,12,7,194.17499999999998,sp
6c12e40690c335dbc2f68a4134d30dc1,2573.75,2,2,1250.0,pr
229c3efbfb0ea2058de4ccdfbc3d784a,2549.21,20,19,109.4,mg
6039e27294dc75811c0d8a39069f52c0,2493.2,10,10,213.81,sp
257e61d3251fb5efb9daadddbc2cf7ca,2489.03,2,2,1144.0,pr
213b25e6f54661939f11710a6fddb871,2480.69,25,19,83.82600000000001,sp
44073f8b7e41514de3b7815dd0237f4f,2471.52,18,18,117.49000000000001,df
fa40cc5b934574b62717c68f3d678b6d,2461.51,40,38,49.451499999999996,sp
530ec6109d11eaaf87999465c6afee01,2442.15,17,16,121.28117647058825,pr
85d9eb9ddc5d00ca9336a2219c97bb13,2412.61,52,51,30.424230769230768,mg
d1c281d3ae149232351cd8c8cc885f0d,2408.41,17,16,122.75470588235294,sp
9596c870880d900012f2e8e6e30d06d7,2395.9300000000003,3,3,653.2666666666667,mg
a3e9a2c700480d9bb01fba070ba80a0e,2367.54,23,19,84.60434782608696,sp
a7f13822ceb966b076af67121f87b063,2354.38,13,11,146.65307692307692,sp
30829ded4523ab9224b93bc49a62c95f,2350.25,6,4,365.6466666666667,rs
70a12e78e608ac31179aea7f8422044b,2318.59,24,24,79.35208333333334,sp
fbc14c0cf93505ef89f64665ffa4a7b5,2288.69,2,2,1101.9899999999998,sp
c66dccfb3f109511246da627dd5a2498,2287.77,8,8,267.5875,sp
c72de06d72748d1a0dfb2125be43ba63,2286.5099999999998,3,3,709.6666666666666,ba
128639473a139ac0f3e5f5ade55873a5,2279.84,63,59,20.807936507936507,pr
8ae520247981aa06bc94abddf5f46d34,2271.34,8,8,265.995,sc
8fb791022c1fc8909664f48ab7dc636d,2267.18,1,1,2199.99,sp
5058e8c1e82653974541e83690655b4a,2265.37,13,9,124.60307692307691,sp
165fc07beebdcb6190fba8a06db2a449,2262.71,10,8,210.85,pr
32b8764b4ef628b53608fc34011fcc13,2262.49,6,4,302.6666666666667,sc
7ad32824caee82087b3e2e5f33b1bf32,2238.07,19,16,99.21052631578948,sp
d6b664fa0667064c6d76394e7848d790,2233.63,2,2,1055.0,sp
9de4643a8dbde634fe55621059d92273,2230.65,10,9,203.775,sc
701938c450705b8ae65fc923b70f35c7,2211.25,16,10,106.5375,sp
82e0a475a88cc9595229d8029273f045,2202.5,16,8,115.989375,sp
05f51e13da97139648b8125c31e5f51b,2197.16,8,7,243.78625,mg
431af27f296bc6519d890aa5a05fdb11,2193.27,18,18,104.95555555555556,sp
1d8dbc4f32378d715c717c1c1fc57bae,2174.6,17,13,111.65882352941176,pr
31344c16881c08a8a72c6d2eb29918c1,2155.37,9,9,199.9,mg
00ee68308b45bc5e2660cd833c3f81cc,2155.2,13,12,145.30769230769232,sp
40db9e9aa57f7bb151bcda6b0f9bdbb7,2151.29,1,1,2090.0,pe
e5a38146df062edaf55c38afa99e42dc,2119.89,18,17,103.41666666666667,sp
455c5640e8c5bd1b2ee85c0158f85727,2115.05,1,1,1990.0,sc
d05ae8f7a5bd1d2a690a44cd079e4e27,2089.2799999999997,11,11,175.36363636363637,rj
669ae81880e08f269a64487cfb287169,2086.64,26,18,62.566923076923075,sc
610f72e407cdd7caaa2f8167b0163fd8,2078.99,4,3,488.055,sp
f45122a9ab94eb4f3f8953578bc0c560,2070.46,17,16,106.38764705882352,sp
d2374cbcbb3ca4ab1086534108cc3ab7,2063.24,47,41,28.902127659574465,sp
54a1852d1b8f10312c55e906355666ee,2059.6,22,22,77.3990909090909,sp
1e8b33f18b4f7598d87f5cbee2282cc2,2024.78,16,14,113.03625000000001,sp
8d956fec2e4337affcb520f56fd8cbfd,2022.55,29,26,54.867586206896554,sp
00fc707aaaad2d31347cf883cd2dfe10,2001.47,17,11,102.34705882352942,pr
4b9750c8ad28220fe6702d4ecb7c898f,2000.4,23,23,71.42173913043479,sp
4c2b230173bb36f9b240f2b8ac11786e,1999.33,34,30,46.46441176470588,sp
e06f09ec0a4aca210779cf1cfc63cf19,1989.86,7,7,262.7285714285714,sp
34d1ca11b242c0fee2c834ae8d788566,1987.1100000000001,6,6,309.68833333333333,mg
05ff92fedb5be47920fea08e501238b9,1972.4499999999998,5,4,374.192,rs
b8bc237ba3788b23da09c0f1f3a3288c,1961.89,6,4,279.665,sc
79ebd9a61bac3eaf882805ed4ecfa12a,1959.0700000000002,19,16,80.43105263157895,pr
612170e34b97004b3ba37eae81836b4c,1942.63,10,10,175.399,rs
2138ccb85b11a4ec1e37afbd1c8eda1f,1936.06,46,45,27.171086956521737,sp
8a432f4e5b471f8da497d7dc517666e2,1934.6799999999998,18,15,85.72222222222223,sp
ff69aa92bb6b1bf9b8b7a51c2ed9cf8b,1902.55,1,1,1648.0,sp
72c5da29406b4234927b81855e7b64f6,1901.38,5,5,359.99,sp
bbf9ad41dca6603e614efcdad7aab8c4,1900.04,3,3,599.0,ce
2528513dd95219a6013d4d05176e391a,1850.03,6,6,269.0,sp
01fdefa7697d26ad920e9e0346d4bd1b,1838.47,14,14,110.51714285714286,pr
e8b3a3a38279a82f0e5d006d5e5b7d2c,1837.25,10,10,162.4,pr
41b39e28db005d9731d9d485a83b4c38,1819.91,23,19,63.947391304347825,sp
1f9ab4708f3056ede07124aad39a2554,1816.56,9,9,171.57666666666668,sp
b32be1695eb7ec5f10f72d9610a12527,1787.96,3,3,558.6666666666666,rs
5a8e7d5003a1f221f9e1d6e411de7c23,1775.72,25,19,57.1,sp
48436dade18ac8b2bce089ec2a041202,1775.01,16,15,90.68125,sp
abe42c5d03695b4257b5c6cbf4e6784e,1774.63,5,5,337.0,rj
7202e2ba20579a9bd1acb29e61fe71f6,1774.54,7,7,227.75714285714284,sp
0adac9fbd9a2b63cccaac4f8756c1ca8,1770.1,14,9,111.13214285714285,sp
6b1c4d4d9ccf0be3d8544eb0e71e5318,1759.04,1,1,1699.0,rs
ca3bd7cd9f149df75950150d010fe4a2,1758.24,16,6,73.353125,sp
6973a06f484aacf400ece213dbf3d946,1748.83,17,14,93.03647058823529,sp
4aba391bc3b88717ce08eb11e44937b2,1748.1999999999998,4,4,410.5,ba
0dd184061fb0eaa7ca37932c68ab91c5,1733.46,14,13,99.785,sp
7040e82f899a04d1b434b795a43b4617,1733.17,31,27,41.15806451612904,sp
b499c00f28f4b7069ff6550af8c1348a,1710.42,24,16,59.781666666666666,sp
4830e40640734fc1c52cd21127c341d4,1707.06,31,29,40.53677419354839,sp
822bad9bc42b51213ba522fe87b7ab5d,1696.04,3,3,509.0,sc
ce248b21cb2adc36282ede306b7660e5,1687.26,6,6,243.91166666666663,sc
397c4d0c005b6f41f90098ac724e28cb,1675.71,1,1,1590.0,sp
86ccac0b835037332a596a33b6949ee1,1672.25,23,18,54.64173913043478,sc
d1b65fc7debc3361ea86b5f14c68d2e2,1671.31,6,5,246.61166666666668,sp
cf8ab1616079e2793aa29d524df01bb1,1668.74,1,1,1599.0,sp
562fc2f2c2863ab7e79a9e4388a58a14,1664.19,35,33,30.475714285714282,sp
624f4ece8da4aafb77699233d480f8ef,1663.28,8,7,170.25,sp
f457c46070d02cadd8a68551231220dd,1663.21,18,14,78.09444444444445,pr
ef506c96320abeedfb894c34db06f478,1653.6000000000001,36,34,28.31472222222222,sp
59fb871bf6f4522a87ba567b42dafecf,1653.46,10,10,151.98499999999999,sp
512d298ac2a96d1931b6bd30aa21f61d,1646.73,2,2,799.9,rj
609e1a9a6c2539919b8205cf7c4e6ff0,1625.86,24,11,44.57416666666666,sc
c33847515fa6305ce6feb1e818569f13,1618.62,10,8,132.0,sc
6edacfd9f9074789dad6d62ba7950b9c,1614.28,20,17,65.35,sp
7ea5bfa6c340f58f8e71fc1f0412b0d6,1609.14,12,12,120.24083333333333,mg
aaed1309374718fdd995ee4c58c9dfcd,1609.0,13,13,101.88461538461539,sc
cd68562d3f44870c08922d380acae552,1599.57,12,11,116.2,sp
5cf13accae3222c70a9cac40818ae839,1595.54,14,13,93.0,mg
3db66a856d18a9cba7c9241fc5221c50,1593.5,15,15,87.23333333333333,mg
01cf7e3d21494c41fb86034f2e714fa1,1591.07,7,7,176.4385714285714,pr
c26a2be5b53b7db6b276280da212a779,1581.4099999999999,3,3,499.0,rj
aba1721a889e04decc910aa13b768ef4,1572.52,8,8,180.75,sp
4e7c18b98d84e05cbae3ff0ff03846c2,1556.55,11,11,111.94545454545455,sp
ac3508719a1d8f5b7614b798f70af136,1554.24,11,11,117.15454545454546,rs
e8b4225284fbb02d16f200513f1f395d,1551.32,7,7,174.9385714285714,sp
0873d9f8f36123f8d910f4760e788cfb,1549.41,1,1,1520.88,sp
7dc8c42cc750eeafea6c85712ffee9bf,1549.3899999999999,9,5,154.10888888888888,sp
ff4ea69c2a729e83e63c7579e4ef8170,1532.1799999999998,2,2,749.0,sp
5670f4db5b62c43d542e1b2d56b0cf7c,1519.77,4,4,349.95000000000005,sp
17306570e772e7718c92a562d33f5f1d,1511.28,5,5,278.9,sp
2a7dc43cecabf23403078e2188437d1d,1500.58,7,7,194.24142857142857,sp
2e90cb1677d35cfe24eef47d441b7c87,1487.92,13,12,97.66615384615385,sp
813348c996469b40f2e028d5429d3495,1484.6000000000001,21,18,53.17619047619048,sp
aac29b1b99776be73c3049939652091d,1474.4,26,13,37.615,mg
048c2757535328e0d7dac690ad3c0aae,1471.42,7,7,182.07142857142858,sp
96493fab2fbb13a14d0c0e8772eef5c3,1459.0,6,6,228.33333333333334,sp
8e6d7754bc7e0f22c96d255ebda59eba,1449.57,12,10,108.67,sp
b94cc9f10ddc85e4ba73a6f7974e7101,1449.4299999999998,2,2,699.9,rj
2199e7fe213c16213bf5d6a7eadc9a5d,1448.05,6,4,219.70000000000002,sp
a6bd7d1ccdac48c6b33b28596b7eb122,1442.07,2,2,664.255,pb
8bb48dc19fccaa8613b6229bf7f452a2,1440.61,20,15,53.409000000000006,sp
8ed8ea9a57c862f2c18c2fe41f601d56,1438.83,6,6,202.48333333333335,sc
f6122bc84774df1b372bdb3bb88ddb9f,1427.04,1,1,1399.99,sp
2e1c9f22be269ef4643f826c9e650a52,1425.83,20,19,59.089999999999996,sp
23613d49c3ac2bd302259e55c06c050c,1420.14,16,14,56.3375,sp
4371b634e0efc0e22b09b52907d9d469,1417.72,18,13,66.77777777777777,sp
cbd996ad3c1b7dc71fd0e5f5df9087e2,1406.78,24,20,43.01624999999999,sp
180c3376aff0e43dd5788709df48a843,1404.41,1,1,1380.0,sp
5b8154610ebb21fb90eb587365e673df,1402.88,5,5,253.99,sp
95e03ca3d4146e4011985981aeb959b9,1399.68,19,18,57.04052631578947,rj
6d66611d7c44cc30ce351abc49a68421,1398.93,17,16,65.60588235294118,sp
c500367424994318b9e779ff1ae9a330,1396.33,3,3,436.26666666666665,sp
3bfba5a77604f6dfae7e6dd7aaf65821,1391.39,1,1,1319.9,pr
282f23a9769b2690c5dda22e316f9941,1386.46,14,11,82.50571428571428,mg
fdb9095204a334cd8872252ffec6f2db,1383.03,9,8,138.88888888888889,sp
9d5a9018aee56acb367ba9c3f05d1d6a,1374.3500000000001,10,7,115.38700000000001,go
0df3984f9dfb3d49ac6366acbd3bbb85,1370.78,9,9,131.44444444444446,mg
c31eff8334d6b3047ed34bebd4d62c36,1367.0900000000001,11,10,102.79272727272728,sp
0be8ff43f22e456b4e0371b2245e4d01,1363.99,18,15,62.67777777777778,sp
11305281b50fff20ae8bb473f8e11876,1362.6799999999998,5,4,233.99,mg
289cdb325fb7e7f891c38608bf9e0962,1358.44,10,8,118.94000000000001,sp
440dd6ab244315c632130ecfb63827b1,1341.54,8,8,139.45,sp
9e6229250fedbe05838fef417b74e7fb,1338.25,7,7,169.9,sp
45d33f715e24d15a6ccf5c17b3a23e3c,1329.21,13,11,83.72615384615385,sp
fcb5ace8bcc92f75707dc0f01a27d269,1324.84,10,9,119.31300000000002,sp
c3acdfac4e3e97ff87529454fbc03642,1322.97,1,1,1299.0,sp
c864036feaab8c1659f65ea4faebe1da,1322.05,6,6,186.5666666666667,pr
0db783cfcd3b73998abc6e10e59a102f,1316.22,16,15,68.08125,sp
52ac6f920b7280e4c6d30dd94de6259b,1310.95,1,1,1189.9,pr
ff063b022a9a0aab91bad2c9088760b7,1307.37,10,9,110.2,sp
f262cbc1c910c83959f849465454ddd3,1304.74,15,14,74.19,sp
2a84855fd20af891be03bc5924d2b453,1287.81,15,15,67.58,mg
54965bbe3e4f07ae045b90b0b8541f52,1285.19,7,7,155.65714285714287,pr
259f7b5e6e482c230e5bfaa670b6bb8f,1284.22,17,14,57.146470588235296,sp
ce7d1888639e6fb06b2749cbfdac1ff7,1282.55,7,6,138.28571428571428,mg
d650b663c3b5f6fb392b6326366efa9a,1280.51,5,5,242.6,sp
b1fecf4da1fa2689bccffa0121953643,1277.63,6,6,192.76500000000001,ms
2b1a40c1daabc6ca280c4b815c101841,1277.04,4,3,288.0,mg
6cd68b3ed6d59aaa9fece558ad360c0a,1275.7,14,14,74.49285714285715,mg
99eaacc9e6046db1c82b163c5f84869f,1275.37,7,7,168.54285714285714,sp
52f976b17ea7f2f087f56dcc419328f6,1271.98,1,1,1141.0,pr
381c83fdca332ea6afd896da20bf6e4a,1270.47,3,3,401.3333333333333,pr
7722b1df1b0e383e000397b2c11e3e19,1268.68,19,17,53.48842105263158,sp
f3b80352b986ab4d1057a4b724be19d0,1265.96,13,13,78.53076923076922,df
b2ac621f0d0322434d04a12b078b9369,1265.93,5,5,227.58,pr
5b179e9e8cc7ab6fd113a46ca584da81,1264.3,8,8,139.275,sp
b372ee768ed69e46ca8cdbd267aa7a38,1264.26,6,6,193.33333333333334,sp
1da3aeb70d7989d1e6d9b0e887f97c23,1259.03,36,28,23.476666666666667,sp
23d7c96d4a1160db1c726b248601b25a,1255.32,7,6,161.32857142857142,sp
66e0557ecc2b4dbea057e93f215f68d8,1250.64,3,3,399.0,sp
0c8380b62e38e8a1e6adbeba7eb9688c,1250.2,17,14,55.73529411764706,mg
80e6699fe29150b372a0c8a1ebf7dcc8,1247.56,9,9,112.16555555555556,pr
42bde9fef835393bb8a8849cb6b7f245,1242.42,7,6,159.0,df
516e7738bd8f735ac19a010ee5450d8d,1240.08,13,10,79.53846153846153,rj
e96498ed8daaa3e9c23f7a62da76591c,1239.5500000000002,3,3,376.6566666666667,sp
62c50c1af4dfdc4149d25c5222043d39,1238.7400000000002,8,4,136.99,sp
86bb7c4b535e49a541baf3266b1c95b1,1234.45,2,2,597.9,sp
33a6f4b1e7cdc205511e76ba1b6e0186,1233.69,11,10,95.35818181818182,sp
3078096983cf766a32a06257648502d1,1231.81,5,5,225.192,sp
76d64c4aca3a7baf218bf93ef7fa768d,1231.13,3,3,351.59999999999997,pr
9d4db00d65d7760644ac0c14edb5fd86,1230.16,10,10,111.745,sp
709e16e2b25c7474d980076c6bfc4806,1228.31,19,11,50.421052631578945,sp
1127b7f2594683f2510f1c2c834a486b,1227.31,11,11,96.9890909090909,sp
bd23da7354813347129d751591d1a6e2,1223.36,9,9,121.0111111111111,sp
a888faf2d1baececa6baf9c3d603ee1f,1220.2599999999998,4,4,288.4,pr
784ba75dd9d20200c4caed3d7a77141a,1218.65,3,3,367.59666666666664,sp
6c7d50c24b3ccd2fd83b44d8bb34e073,1216.03,13,12,66.21076923076923,sp
7b1222c3624aa89b9558b50a2594188c,1216.0,3,3,386.59666666666664,sp
0ea22c1cfbdc755f86b9b54b39c16043,1210.15,23,19,32.07391304347826,mg
40d54b51e962dbe09cabbcfd33298dee,1209.33,5,5,226.77799999999996,sp
04aa0a1c5ce6b222003403a3e11c3cc0,1205.0,4,1,259.0,sp
d71d863e5ef30d94e440c11be17dcd8f,1185.62,4,3,281.5,sp
52d76513f0c4d97f3b99570e2c94ee31,1180.6,7,4,149.96428571428572,rs
b92e3c8f9738272ff7c59e111e108d7c,1174.3500000000001,7,7,137.0557142857143,mg
b1a81260566c1bac3114a6d124413f27,1169.39,5,5,205.9,rs
f1b93673502375d491780bb49d615dbc,1167.72,3,2,346.05,sp
3340ef1913fb70d28420f6ceb685c339,1165.18,6,4,169.24833333333333,pr
8b28d096634035667e8263d57ba3368c,1162.67,18,18,44.24444444444444,sp
11bfa66332777660bd0640ee84d47006,1160.51,15,10,61.69266666666667,sp
382229d1e840115ffe3dbf5ff460e417,1150.74,5,5,205.954,rj
270297ead4c65a6cd2593960d2af6b21,1150.49,2,2,538.45,sp
6860153b69cc696d5dcfe1cdaaafcf62,1146.72,14,13,60.41857142857143,sp
080199a181c46c657dc5aa235411be3b,1146.55,6,6,179.49,sp
d624126b9206f595fb3fbb6ba03b28a8,1144.27,5,4,210.7,pr
1b4c3a6f53068f0b6944d2d005c9fc89,1141.04,8,8,111.55000000000001,sc
18a349e75d307f4b4cc646a691ed4216,1134.67,16,12,54.8275,sp
b4f8921fcc4ff77b66bea6dda43dcd51,1130.27,2,2,499.99,rs
5abb8ea023c77787f2c15da891c8d384,1128.6599999999999,3,3,292.3333333333333,sc
e26901d5ab434ce92fd9b5c256820a4e,1121.94,17,17,55.01764705882353,sp
