customer_unique_id,total_spent,n_orders,avg_order_value,avg_review_given,avg_delivery_days,total_installments_used,is_repeat_customer,customer_tier
01593b828c6e7c516ed078a4820ab9b2,44.87,1,44.87,4.0,9.0,0,0,bronze
016a5760b723a3a0bcb4b294d4bc6b45,214.13,1,214.13,4.0,4.0,0,0,silver
017eb8439a0ca7dcfc228f933bd204d8,42.78,1,42.78,5.0,7.0,1,0,bronze
017fe3adcd1989f1ea8bac1848bd1b94,42.79,1,42.79,5.0,10.0,0,0,bronze
0184070f27c13c909a1de7b1b059b496,168.33,1,168.33,5.0,24.0,1,0,silver
01878328db858b71da86bdc8966ea729,70.4,1,70.4,5.0,20.0,0,0,bronze
0189cca3aa2a0f75ca0cde94ee38be57,100.33,1,100.33,5.0,13.0,1,0,silver
018b5a7502c30eb5f230f1b4eb23a156,55.09,1,55.09,5.0,11.0,0,0,bronze
018d9881368d5098100c2430b8ed8bdd,50.1,1,50.1,1.0,28.0,0,0,bronze
0199358f4d397a51c763be597977ddd1,109.97,1,109.97,5.0,7.0,1,0,silver
019ac5580a897d52e5ed6f7ed89ade27,1337.19,1,1337.19,5.0,12.0,0,0,platinum
019c20bc411068e6f296cd471ac8425b,60.78,1,60.78,5.0,5.0,0,0,bronze
019cd54cc450bdfb2de3e83dced0c511,223.14,1,223.14,5.0,8.0,1,0,silver
019f29cee4d4031f59fed390d3cd0bc7,92.67,1,92.67,5.0,5.0,1,0,bronze
01ab4b660bfe57375e0486a07bbe31eb,90.99,1,90.99,5.0,15.0,0,0,bronze
01ac33544e5b7d1e79f7d69a065282f3,79.13,1,79.13,4.0,8.0,0,0,bronze
01ae3897d0da657af5dc0b0dab9df7dc,32.77,1,32.77,5.0,8.0,0,0,bronze
01ba3180d3c6e7a6e269c5a542985423,108.22,1,108.22,5.0,7.0,0,0,silver
01c12b236caa6f6d630b985da0ab5d30,134.38,1,134.38,5.0,16.0,1,0,silver
01ca0680cddb7f4c71e3235f08cd16a2,32.61,1,32.61,5.0,6.0,0,0,bronze
01cad597bb1c8c79b2115a6204ab7f8c,105.3,1,105.3,4.0,26.0,1,0,silver
01dbf5ec2334d02e47a8167d3c2e0837,56.22,1,56.22,5.0,9.0,1,0,bronze
01e66e20cc67536e6fa27878ed07ad0a,36.69,1,36.69,4.0,23.0,0,0,bronze
01ea2467bec4e5ba6c007621c7df3bf5,57.5,1,57.5,1.0,,1,0,bronze
01eb9d565f58fe2b55946b72db045556,177.59,1,177.59,1.0,29.0,1,0,silver
01ec28844a316ded17fa50fd28b98123,119.48,1,119.48,5.0,14.0,1,0,silver
02054940ff45a170ddd0acca60575eea,238.41,1,238.41,5.0,6.0,1,0,silver
020ac38b920d61317bc3e7e2d1e3602b,85.94,1,85.94,2.0,16.0,1,0,bronze
020ae51ab502504a00ab6ccbac53bfa6,812.76,1,812.76,4.0,13.0,0,0,gold
02168ea18740a0fdaaa15f11bebba5db,132.02,1,132.02,5.0,10.0,0,0,silver
021ab4ee1c733fef68ef3ddbb6c4ea7e,55.94,1,55.94,3.0,5.0,0,0,bronze
021bca90c906d19b425e192070eb6f68,109.6,1,109.6,5.0,5.0,1,0,silver
021dbb48a965542d846e18a6799d37c0,158.13,1,158.13,4.0,13.0,1,0,silver
021f9b70becbc032905f24f7e6c2d7d7,131.04,1,131.04,5.0,14.0,1,0,silver
022130229ad6d7d853447a4b0979b2dd,116.21,1,116.21,1.0,56.0,0,0,silver
023196e0c7c9f50e21677e45cc6d539a,145.52,1,145.52,3.0,6.0,1,0,silver
0231f0795b8e38aeb40a26115e75722c,248.81,1,248.81,4.0,8.0,1,0,silver
0246e728843e079b72ae99cbfe711acd,20.34,1,20.34,5.0,5.0,0,0,bronze
024e94ea4d09b69b4996d5af7b43c1b4,69.18,1,69.18,4.0,11.0,1,0,bronze
02578a30eaf25ecf087a3728dc04b85a,54.09,1,54.09,5.0,13.0,0,0,bronze
027179319d6e0b4958b300ba6e9e35e6,98.11,1,98.11,5.0,6.0,1,0,bronze
0278d1770d14782b065a8f24b0084b08,181.99,1,181.99,1.0,,0,0,silver
027975035267b4ec8c9d8ad65c6c4d6f,104.37,1,104.37,4.0,25.0,0,0,silver
027b0a2a0630aa7439875c30b987bf99,71.14,1,71.14,5.0,32.0,0,0,bronze
027ca2556afdb5bb0741b214c6380bb2,115.02,1,115.02,5.0,6.0,1,0,silver
028610eb2f6daf6bb4c37e1bd2b42210,472.41,1,472.41,4.0,2.0,1,0,gold
02880ecd2c905f0a16fa1ae3d0884b1b,113.92,1,113.92,1.0,20.0,1,0,silver
02889f45776f057efa2323d295406cf2,86.76,1,86.76,4.0,13.0,0,0,bronze
028b8434bd4a6277e77f5b327cc1e1b0,96.8,1,96.8,4.0,22.0,1,0,bronze
02a12dc286c290872d5a263fb9af0dfd,59.0,1,59.0,5.0,4.0,1,0,bronze
02a6a137ef7fe2414c9e14fc4d060790,246.99,1,246.99,4.0,2.0,1,0,silver
02a81ef75e80450061b235f691600dc0,56.69,1,56.69,5.0,9.0,0,0,bronze
02b8634fdb8d9d15ef1e0f74287b13b7,47.69,1,47.69,3.0,31.0,0,0,bronze
02baf2ab49104d32faca025ace4fc9fa,146.96,1,146.96,5.0,8.0,1,0,silver
02bb821f9cd6c3079ecb9fed96232e18,96.81,1,96.81,5.0,9.0,0,0,bronze
02bc079a58dfe937bdc5d97c8bac00ac,75.11,1,75.11,5.0,2.0,1,0,bronze
02c2bf0584517bcaf707619e633fa6ee,176.23,1,176.23,5.0,9.0,1,0,silver
02c443d096d234acef0e1b00d625daa7,69.22,1,69.22,5.0,26.0,0,0,bronze
02c639f8dd288caf7cc6dc66513c23b3,117.45,1,117.45,5.0,9.0,1,0,silver
02ce197e2c160b57561b0880cc8d9446,158.92,1,158.92,5.0,4.0,1,0,silver
02de1784e8d57ae7f72d1a984aafb108,67.5,1,67.5,5.0,10.0,0,0,bronze
02e090052258dc8c675daf152e22afed,75.78,1,75.78,5.0,1.0,0,0,bronze
02e4c56fefa30628768ffe326d332e2f,56.04,1,56.04,3.0,10.0,1,0,bronze
02f497cc7dfdd937def02d2359f93f8e,127.53,1,127.53,5.0,8.0,0,0,silver
0306e708bc20c7e3517227bbffbe5959,200.04,1,200.04,5.0,4.0,0,0,silver
030df4046f9f9e7fc4531b24b1e853fc,294.98,1,294.98,5.0,6.0,1,0,silver
030fbdd408131cb4235b5b7f241d727e,67.62,1,67.62,1.0,5.0,1,0,bronze
03182d685cfcca0c3eff28a79d40f037,49.42,1,49.42,5.0,6.0,0,0,bronze
031f055c013d9b147263937cc2d5b6a2,93.91,1,93.91,5.0,8.0,1,0,bronze
0326524848da9311350236471586bd61,1826.07,1,1826.07,5.0,18.0,0,0,platinum
032c36a3e0e337f241a5910aa6ef3077,270.66,1,270.66,3.0,4.0,1,0,silver
0333c10ff91a9c1aabc1d76f6ef19bcd,49.23,1,49.23,4.0,12.0,1,0,bronze
0334ba9c67b6f75abf243ebfcc46de6b,30.0,1,30.0,4.0,14.0,0,0,bronze
03366d722c63b3b9e683fc38d5836699,102.03,1,102.03,1.0,8.0,1,0,silver
03418da5fc543b9c92cbe8a87f76ba27,308.12,1,308.12,1.0,11.0,1,0,gold
03424aff6b9a11b61bc6a8db840150ee,81.99,1,81.99,4.0,7.0,1,0,bronze
03555eacacdb0eb64b97bc653de89124,98.52,1,98.52,1.0,7.0,1,0,bronze
035b4831da64a20908a7ddbc95ede0cd,140.05,1,140.05,4.0,29.0,1,0,silver
035f60af6e7d7f78470e9443be08d339,117.78,1,117.78,1.0,,1,0,silver
0372355b599cb57f978923b19a804290,238.67,1,238.67,5.0,2.0,1,0,silver
037576137eb995f89b3abc6c690a3d24,159.35,1,159.35,4.0,8.0,1,0,silver
0377f8402d448137ba33672d6318d8a9,91.18,1,91.18,3.0,12.0,0,0,bronze
03860720a9bb240fe64390835d7c1b7a,180.51,1,180.51,2.0,16.0,0,0,silver
038a113bd44096b673f1071b5f39a587,871.38,1,871.38,5.0,9.0,0,0,gold
0398b8575daf8b69af233f7b7c39fb02,253.79,1,253.79,5.0,25.0,1,0,silver
039a597bb045646b899477a8480bdd93,45.96,1,45.96,1.0,14.0,0,0,bronze
03a25b12f34df3b5045fadf047b83d00,189.46,1,189.46,4.0,6.0,1,0,silver
03a4afe75c961114945607707b9f3b88,124.42,1,124.42,3.0,5.0,1,0,silver
03ab83a91e0c343bb0d7aa605338a013,68.7,1,68.7,4.0,11.0,0,0,bronze
03afd66153996e8fa15a07013b2d040f,161.02,1,161.02,3.0,11.0,0,0,silver
03c00b674e1016c359386f94cfdaefa5,91.97,1,91.97,5.0,12.0,0,0,bronze
03c665eff69ae2dd8923230d671e28d5,157.78,1,157.78,4.0,16.0,1,0,silver
03cb74bc26bf2d9c14f52f31a42b97c3,42.58,1,42.58,5.0,3.0,1,0,bronze
03d5d879b6583adc0d8b84788ab189d8,448.51,1,448.51,1.0,26.0,1,0,gold
03dabd77cb0ed7a26fafe19e36b67742,54.83,1,54.83,5.0,23.0,0,0,bronze
040771bb467e731e2f7946b575c319be,195.0,1,195.0,4.0,9.0,1,0,silver
04093066bc3fa341df1261a78e9a8e89,117.46,1,117.46,5.0,8.0,1,0,silver
040dc1ab0fe089423e1d53a50be09a28,249.02,1,249.02,5.0,21.0,1,0,silver
040e07d6f99f0d6bee3d272db7dd77ff,196.46,1,196.46,,13.0,0,0,silver
04120e49b42d9188cee40d96521d9893,84.99,1,84.99,4.0,8.0,0,0,bronze
041caba6a63ace5818387698ea85cdb2,29.95,1,29.95,5.0,7.0,0,0,bronze
041e38de03ec3b5f23ba5f5030a52b20,76.51,1,76.51,3.0,11.0,1,0,bronze
04296cfd4c18a71d06f5d34d8c72a6ad,106.87,1,106.87,3.0,31.0,1,0,silver
042c4b7a631b4e91da36716f93e7e017,64.09,1,64.09,4.0,6.0,0,0,bronze
042d7cb496599d4512619d9ee9970376,71.66,1,71.66,5.0,7.0,0,0,bronze
0431f28e915d4ba29d8b4a6bb7fa3bfb,99.65,1,99.65,2.0,23.0,0,0,bronze
04334bf56d76e503c2b474e3bc129d65,195.17,1,195.17,4.0,5.0,1,0,silver
0439cc7d06009c57579b7d91fd979b3b,66.11,1,66.11,4.0,13.0,1,0,bronze
043aee247e71edff7045664609f4d806,291.84,1,291.84,4.0,7.0,1,0,silver
0451ef5a31cea3e14ce02d768d7c9943,218.28,1,218.28,5.0,17.0,1,0,silver
04566771b8e5e584658f119956490385,59.28,1,59.28,1.0,12.0,1,0,bronze
0457229263e71157bd7cf568a56d5ec3,55.04,1,55.04,5.0,9.0,0,0,bronze
0457c7b5e5e3ee94c7f8763bd37cb072,72.24,1,72.24,1.0,,1,0,bronze
0461e1439177eb1bc814bc4d48dbd0bb,420.58,1,420.58,5.0,2.0,0,0,gold
0464159afca7dc384819dc5f0b3570e6,86.58,1,86.58,5.0,5.0,0,0,bronze
0470bf3136b0be2cd577ab2d42f718cd,48.21,1,48.21,3.0,12.0,1,0,bronze
0471a0535e61dc7ed1f3b023b82a88f0,428.47,1,428.47,5.0,9.0,1,0,gold
048a6567af76cdb111594400e03199fd,75.84,1,75.84,5.0,21.0,0,0,bronze
0495139fd27c13934537d6a3b690cdcf,191.75,1,191.75,5.0,4.0,1,0,silver
04964ca17488b76124c740071931f90c,58.37,1,58.37,5.0,4.0,0,0,bronze
049ac10f22b18d0a463429e2dfbbb353,27.68,1,27.68,,7.0,0,0,bronze
04a62672e4bb912cfbe3d049b453f9d0,64.07,1,64.07,5.0,6.0,0,0,bronze
04a710ba27c70647fb2a4ffc6fe48e43,77.57,1,77.57,5.0,13.0,0,0,bronze
04ae551b5f47d2ad463a30d96c15ca7f,227.38,1,227.38,3.0,21.0,1,0,silver
04aedd3815fd63024eeb9d426a857d55,30.23,1,30.23,5.0,13.0,0,0,bronze
04b090bfb11c279aeffeec7b476aaa2c,103.37,1,103.37,5.0,7.0,1,0,silver
04b3b974dfe285ac9f2eb96a6a9cbb9c,504.3,1,504.3,3.0,5.0,1,0,gold
04b591095aa3118bcae593d38d3bff9e,163.24,1,163.24,1.0,28.0,1,0,silver
04b6b856b16a682a6906b6ff778f7479,43.0,1,43.0,5.0,13.0,0,0,bronze
04badcbeea122a16bcab6bd3d47bf166,94.4,1,94.4,5.0,7.0,0,0,bronze
04c0fef9b7d165360bad6e3385e48125,77.32,1,77.32,5.0,11.0,0,0,bronze
04c30572288c174afe55fdf8cebce643,279.7,1,279.7,2.0,7.0,0,0,silver
04c3799d1da502e6977882da307f39bd,194.3,1,194.3,3.0,13.0,1,0,silver
04c504443b45059127d2246e15d8da61,116.94,1,116.94,5.0,19.0,1,0,silver
04d5d81451e0a6378b103c143688ae23,82.33,1,82.33,4.0,4.0,0,0,bronze
04e71831b906c43176ebaa4ef69301f4,70.89,1,70.89,4.0,6.0,0,0,bronze
04efac4a29eec2c5662b65e87291ec38,598.15,1,598.15,4.0,9.0,1,0,gold
04effeb71dfa28a5096368addc3994be,172.52,1,172.52,3.0,8.0,1,0,silver
04f158a79b9d85dafce892b097226c36,39.81,1,39.81,5.0,11.0,1,0,bronze
04f466d6234a805ba36301c1d054b343,209.97,1,209.97,2.0,7.0,0,0,silver
04f6eb99852a2a911082d4e8f3a882f6,94.12,1,94.12,3.0,,0,0,bronze
04faabcdbf48e775bc5e313369bc15bc,142.01,1,142.01,5.0,3.0,1,0,silver
04fdd3ae5325927df81c7344d504a884,214.14,1,214.14,4.0,26.0,0,0,silver
04fef02b944a43b65db43c0f8c971253,118.66,1,118.66,5.0,28.0,0,0,silver
04ff08a6fc4cc4a9704ec3c21a89755c,40.85,1,40.85,5.0,10.0,0,0,bronze
0501840168467a2d31102cf755e6ebcb,96.98,1,96.98,3.0,10.0,0,0,bronze
05042944408edc1795465efe58536e4a,178.25,1,178.25,4.0,19.0,1,0,silver
0507295d1e325fff6a062f91206d5efb,136.97,1,136.97,5.0,11.0,0,0,silver
05080e528ffd17731221b7eb05e9c026,68.13,1,68.13,5.0,4.0,1,0,bronze
050b06cf630edd6254091a964ad8880b,27.77,1,27.77,5.0,8.0,0,0,bronze
05102edcc74b484b058bf555a410a2b1,250.87,1,250.87,5.0,9.0,0,0,silver
0512ef7a58b99718b43889612e947bce,77.57,1,77.57,5.0,12.0,0,0,bronze
052341d8ac30e9cc98f1742b177639b0,53.99,1,53.99,5.0,9.0,0,0,bronze
052d4634ac690295837dfa224bf7cae9,22.7,1,22.7,4.0,7.0,0,0,bronze
053512da48b81050b5422b1c48d44c65,94.84,1,94.84,5.0,15.0,1,0,bronze
05378bc3a8e9dd6da066418c0e156a0c,77.66,1,77.66,1.0,,0,0,bronze
05395d5194f09d9fbd21d2215faaef08,68.12,1,68.12,4.0,20.0,0,0,bronze
053e68c25ace8722da8c06b60e4fa769,67.03,1,67.03,3.0,16.0,0,0,bronze
054151a8eed2b75f007d3be0957fd5ed,73.77999999999999,1,73.77999999999999,5.0,5.0,1,0,bronze
054a0e55182507d21177a99a2965911b,171.87,1,171.87,1.0,8.0,1,0,silver
0550075d442dc3ba0369e9e034795a7e,185.55,1,185.55,5.0,14.0,1,0,silver
05701e8cd8fe331cc9b4262af27d7ee3,72.71,1,72.71,3.0,13.0,1,0,bronze
0573d0e58acad0252c134f6f8b5e20ec,164.31,1,164.31,5.0,8.0,0,0,silver
057f54779f0908b7b0c72501aee70bcc,265.55,1,265.55,2.0,24.0,0,0,silver
05805184af39a1de60d6f00eca676a86,222.48,1,222.48,5.0,8.0,1,0,silver
0581ef72dbfe4bfd10751730ead20e1b,168.78,1,168.78,5.0,18.0,1,0,silver
0585e62fb157dcf017fb8be5d6569d51,67.29,1,67.29,4.0,15.0,0,0,bronze
05888a33939ad06881d380349c0d0b1c,57.23,1,57.23,5.0,6.0,0,0,bronze
058b604a0df6b29f03c540de254b197f,93.32,1,93.32,5.0,10.0,1,0,bronze
059651e2ae17025bfe1e9aee451c94d3,103.55,1,103.55,5.0,10.0,1,0,silver
0598dd4eaa6611265e192ffa2e8133aa,224.9,1,224.9,4.0,11.0,1,0,silver
05b0ef4db4b270f35b932bd7157fa44c,475.97,1,475.97,5.0,10.0,0,0,gold
05b18010a8a20bb7103a7c67b1b37800,180.85,1,180.85,5.0,11.0,0,0,silver
05b82760216e5ec78270c2eb12bee770,455.04,1,455.04,4.0,11.0,1,0,gold
05c2f0afd235cae744d0cd6c31d8813f,68.02,1,68.02,3.0,11.0,1,0,bronze
05c3866bb382cfcc6e71e0a826e52517,94.43,1,94.43,5.0,14.0,1,0,bronze
05d4a7799b1b99f40a6a679e24df86df,329.98,1,329.98,5.0,6.0,1,0,gold
05d6cbef1ece68d2e6252d0c1c7a79cf,106.34,1,106.34,4.0,25.0,0,0,silver
05da72f690ec2fc4d00529e6e5d9a677,87.97,1,87.97,4.0,5.0,0,0,bronze
05dc31852040e5e6837f220db434be1c,537.99,1,537.99,3.0,,1,0,gold
05ddcb65dcf77c362a1b60bdc5ef86e8,31.29,1,31.29,5.0,15.0,1,0,bronze
05e52c1f96f8b83dd66dcdce679ff58d,164.28,1,164.28,5.0,14.0,1,0,silver
05e8ff8236c9f7b774fbc76fa4e23763,58.22,1,58.22,5.0,23.0,0,0,bronze
05eb2fca0a8ccfee8c2cbe338bb5072c,68.62,1,68.62,2.0,19.0,1,0,bronze
05f69b5b3c4f3fff27e0fecfabfd1418,84.62,1,84.62,5.0,8.0,1,0,bronze
05fe98c073d657f481413609d094ab71,37.26,1,37.26,4.0,4.0,0,0,bronze
060bd06fe5f9303d3dc2c78a69afb684,95.01,1,95.01,5.0,4.0,1,0,bronze
060fb87bcb9f60275f3fc857b35be629,56.6,1,56.6,5.0,3.0,0,0,bronze
061165fb1124ef826ed9673358e41c5d,95.1,1,95.1,5.0,14.0,0,0,bronze
0621c2a5979d3e887ae519620cbe2926,304.2,1,304.2,1.0,10.0,0,0,gold
0621cda5f3ee9a2e6f3ae6ebb5fcdbe1,2564.65,1,2564.65,5.0,13.0,1,0,platinum
06220b4bd98044def9ac913508f523d8,63.12,1,63.12,5.0,5.0,0,0,bronze
063342fa545494715cc59f983598c546,107.82,1,107.82,5.0,4.0,1,0,silver
0634b53657c5b19176c731dab0fb45dd,68.6,1,68.6,5.0,12.0,0,0,bronze
0637b8b30ad31760ec80e9338b17fee8,180.31,1,180.31,,11.0,1,0,silver
063f44f27765471c1e374ba8f83396d9,29.22,1,29.22,5.0,5.0,1,0,bronze
063f4dda9bafdaa9438900f29fe9e0a3,143.89,1,143.89,5.0,7.0,0,0,silver
0648b4016d8661a8100de1dad7a7e12d,81.08,1,81.08,4.0,3.0,1,0,bronze
065102c8bb5cf4f308cd356e74343c2c,87.66,1,87.66,1.0,20.0,0,0,bronze
0655191062e3fe49b0f128131c62d1ae,73.56,1,73.56,5.0,17.0,1,0,bronze
0659f2d6cabae94afd4d009c6d0e07dc,459.14,1,459.14,1.0,,1,0,gold
0663999f33587a57ed5b648b7c569f77,68.62,1,68.62,5.0,13.0,0,0,bronze
0665dfc7cfced30881762973ab80a4a0,492.93,1,492.93,5.0,10.0,1,0,gold
06703931f8c021842382e00efa3aff5d,56.83,1,56.83,5.0,15.0,1,0,bronze
06791add1b4b5c8530f8090bb63bb2ab,54.1,1,54.1,4.0,10.0,0,0,bronze
067d22395c78dfe68b327a9444ea48f6,167.77,1,167.77,3.0,15.0,1,0,silver
06865568b85ea95b06ff48f94b1a5326,96.55,1,96.55,5.0,62.0,1,0,bronze
068b73f9995e1550291624093d1a2853,41.83,1,41.83,3.0,20.0,0,0,bronze
06944904bd31234a78668f4bb962817d,523.23,1,523.23,4.0,9.0,0,0,gold
0695109d8c6c82bacc86e47a6246c390,707.19,1,707.19,4.0,13.0,0,0,gold
069e47b09df9c9e04e44ccd5e639b92c,27.75,1,27.75,4.0,25.0,0,0,bronze
06a1e58ed33da661b8d9ea895f441633,231.34,1,231.34,5.0,14.0,0,0,silver
06a35cec0273b785b2b58eb349841fb2,138.06,1,138.06,3.0,10.0,1,0,silver
06b457298293c7aee65c8485874b26e6,35.77,1,35.77,5.0,6.0,0,0,bronze
06c5db39fbbb2349c91208f215c0fc5b,268.99,1,268.99,3.0,4.0,0,0,silver
06c89a84709896ed4e9cb838a4a84bc1,40.77,1,40.77,5.0,18.0,0,0,bronze
06cc851a9019233fc99c7e63cc22937c,37.77,1,37.77,5.0,8.0,0,0,bronze
06d1978fe33d7a00904c2145feb94fe9,151.02,1,151.02,5.0,2.0,1,0,silver
06dda07f22202fdc8b3387fa4722ca5d,90.26,1,90.26,5.0,23.0,0,0,bronze
06e5b19a892adcc1764e70024306e84a,70.78,1,70.78,5.0,1.0,1,0,bronze
06e6706cd5fc45a1157b970df4b88b4d,94.94,1,94.94,1.0,31.0,0,0,bronze
06e745bbbf3c1a18558ced1547ea819a,167.63,1,167.63,4.0,18.0,0,0,silver
06f660202926f97c1f4fda2b62b64d10,191.56,1,191.56,5.0,12.0,1,0,silver
06fc18bbd1fff86fb06b7d75b9b4e288,121.4,1,121.4,4.0,13.0,1,0,silver
070742717e9b0a917f0823213f3669b2,85.14,1,85.14,5.0,20.0,0,0,bronze
0707757dcd8c22ace18aec1fe28f97dd,175.77,1,175.77,2.0,23.0,0,0,silver
070faa17ae87e63c0cf50efe8287e913,114.44,1,114.44,4.0,15.0,1,0,silver
0710a39bc5775c4db1ec1b8a1acf84ec,75.19,1,75.19,4.0,8.0,1,0,bronze
0710da980c2d4111e333e5c74079c459,52.07,1,52.07,5.0,5.0,1,0,bronze
07121899dee7bf1c04a1b915d29515fa,28.09,1,28.09,5.0,5.0,0,0,bronze
07124ebbabe334f7b0cb2e7ec78bf00f,67.77,1,67.77,5.0,5.0,0,0,bronze
07187f9425311d0bd2a5451169bb8c3c,72.08,1,72.08,5.0,14.0,0,0,bronze
071aedb3d3ef5ad55666a3838230d3e7,75.08,1,75.08,5.0,7.0,0,0,bronze
07216c3351ab63d5087691e3324da3e2,486.24,1,486.24,3.0,8.0,0,0,gold
07224bcb76e1fe56487694f4b4f2b9da,33.51,1,33.51,4.0,8.0,0,0,bronze
0724959b2a54f37d4999e4cacf8b12ee,176.46,1,176.46,4.0,3.0,0,0,silver
0728fce1aebb2443c578ef04de0d2ea9,61.64,1,61.64,4.0,7.0,0,0,bronze
072945b21324f687f6cee9e0bfa82c52,80.1,1,80.1,5.0,10.0,0,0,bronze
072a81b5a11139d7781a0024a03a2cb4,77.57,1,77.57,3.0,18.0,0,0,bronze
072cc9345d7ecca7717f04e2a893191f,36.01,1,36.01,5.0,14.0,1,0,bronze
072e64d9eb05971a562327153e630f55,38.5,1,38.5,5.0,19.0,0,0,bronze
072f8721de73173db4c120e6c6d40ee8,69.88,1,69.88,5.0,18.0,1,0,bronze
073037acc049d2be44730a7e39836046,74.56,1,74.56,4.0,4.0,0,0,bronze
07319cb936cc268eea2daabdc9db0c83,118.26,1,118.26,5.0,12.0,1,0,silver
07319d7b7677470c57d132ed034858ec,85.8,1,85.8,,10.0,0,0,bronze
07395d6e7fd36ef9c2c1c7fc2f0a2bf0,94.12,1,94.12,5.0,11.0,0,0,bronze
073f5b5e594a5dc257fe9592e981f2bb,114.48,1,114.48,5.0,2.0,0,0,silver
0740a75b566002a3d0c0f6c984f85d58,36.36,1,36.36,5.0,2.0,1,0,bronze
07435003bc81c33bafdfeace4faf1dc1,45.23,1,45.23,4.0,3.0,0,0,bronze
075bd6bbcb5b72fdf182f59e501add75,87.64,1,87.64,3.0,,0,0,bronze
