product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
0e40b1ed4cfd3da1962ec91913e54ba8,eletronicos,52.0,424.0,1.0,175.0,22.0,11.0,15.0
d394d30215872be4cda2c67c1ce5b981,esporte_lazer,37.0,621.0,5.0,250.0,20.0,20.0,20.0
302a19dacdbb5ed2f74f9dee8126ef79,bebes,64.0,882.0,5.0,300.0,17.0,7.0,24.0
0a17941f41b99d2f070fab54b458a4a4,malas_acessorios,28.0,453.0,1.0,300.0,16.0,23.0,19.0
98190f6a2c3253d07ca86525bb238162,eletronicos,25.0,813.0,1.0,1836.0,61.0,6.0,24.0
e2c3ed9aaddfd2312a6a5fe9b3ddadd3,brinquedos,53.0,579.0,1.0,675.0,22.0,24.0,21.0
a1bf559ac1eab015ba992bd76d9d76c7,informatica_acessorios,32.0,1074.0,2.0,200.0,39.0,2.0,30.0
eca3036ef7ba11b3331c334b7053fe13,telefonia,51.0,443.0,1.0,117.0,19.0,4.0,12.0
23ab7bb9eac81e85ec43ed71064cf7ce,cama_mesa_banho,55.0,613.0,1.0,550.0,16.0,10.0,16.0
78119fbfa709d07b86f5ccf15043c6d6,cool_stuff,43.0,447.0,2.0,586.0,18.0,11.0,13.0
3c883b9d3fd2d0ce448d4136349dc0a4,cama_mesa_banho,49.0,153.0,1.0,550.0,23.0,15.0,23.0
622d3b263cd40b06e1eeea144fb83f19,bebes,19.0,200.0,1.0,250.0,21.0,4.0,13.0
de984954e2e130136bcf8988bc973d90,instrumentos_musicais,40.0,234.0,1.0,1000.0,56.0,9.0,22.0
c6336fa91fbd87c359e44f5dca5a90ed,esporte_lazer,39.0,772.0,1.0,150.0,16.0,16.0,11.0
2e511b5741ab14e7f5294df6f1310b03,informatica_acessorios,52.0,2515.0,1.0,188.0,20.0,16.0,15.0
74f250adf8f41738ca96718232a41499,moveis_decoracao,56.0,646.0,1.0,300.0,16.0,30.0,20.0
f16ced867a24a244afefb5b867f337df,fashion_bolsas_e_acessorios,38.0,487.0,2.0,13600.0,26.0,60.0,40.0
2029248294c186017ecfc48cecd47bbd,ferramentas_jardim,44.0,586.0,3.0,3250.0,32.0,14.0,22.0
115bc0865dc675638645e1ab5311e30c,bebes,46.0,726.0,3.0,850.0,42.0,25.0,15.0
b0cd550945da1de6eb9cb69595d540df,esporte_lazer,55.0,1392.0,1.0,900.0,16.0,16.0,16.0
c04b8195870068ff5c495f269a0bc993,livros_tecnicos,54.0,1162.0,1.0,1100.0,29.0,3.0,21.0
6c3fc3c928cf7d57418923ffea326d9a,cool_stuff,49.0,733.0,3.0,800.0,42.0,25.0,15.0
3c2f792f1041177a81913a977431a99e,eletronicos,40.0,549.0,1.0,200.0,20.0,20.0,20.0
bcad5b050c241af2fdc24c51556b297c,ferramentas_jardim,60.0,1177.0,3.0,11450.0,23.0,43.0,35.0
0d8c64a12c0e49b2515674c031b965a1,moveis_decoracao,54.0,220.0,2.0,2200.0,20.0,20.0,20.0
debefa981200019b8c4a45d0176125a6,cama_mesa_banho,64.0,702.0,1.0,2200.0,42.0,11.0,36.0
4ed86bcb86407328452ac1c5b3b89d67,bebes,59.0,255.0,2.0,500.0,30.0,8.0,35.0
c354569eefd558bf201d0aedf35608ed,cama_mesa_banho,55.0,166.0,1.0,700.0,49.0,4.0,50.0
f2a1b32f85cad59ff2a8444154ac25f0,climatizacao,51.0,2959.0,4.0,7800.0,105.0,10.0,40.0
a1e9b0d76a76ff474f4a4374fcfb8c42,esporte_lazer,28.0,663.0,1.0,1800.0,28.0,12.0,18.0
1dfb36d969d347f56f43590ec42c7b8c,esporte_lazer,50.0,1212.0,5.0,900.0,26.0,6.0,13.0
6b5af19067eeadc0f331687a79ca656b,papelaria,62.0,621.0,1.0,600.0,16.0,6.0,11.0
ef6aa884e3493fd38cc8ee47d8d79d10,cool_stuff,47.0,1392.0,1.0,150.0,16.0,7.0,12.0
11dc4053871ff53ff79fb1fc7e6b160f,esporte_lazer,29.0,347.0,1.0,1600.0,100.0,7.0,11.0
8729e9bc4b7f0422448d80ed35ae329d,beleza_saude,51.0,1918.0,1.0,1650.0,25.0,30.0,20.0
fa9cf28beaafe4f4bec59550f6c76481,moveis_decoracao,47.0,470.0,3.0,400.0,35.0,6.0,15.0
0bb7cb61f1957f79dac582ab66ccdc1f,utilidades_domesticas,45.0,561.0,2.0,553.0,18.0,9.0,15.0
ad19bca6e0f1919433d7e21d534ddb50,livros_interesse_geral,42.0,1109.0,1.0,900.0,18.0,25.0,16.0
95578be74a242e7a0eae084908bbb5f8,moveis_escritorio,38.0,2088.0,1.0,14900.0,58.0,28.0,58.0
f72379337062680ca5a2b7b0275913d8,moveis_decoracao,56.0,945.0,2.0,2050.0,30.0,22.0,18.0
24f9f99148480cd31288ed4e7d962e15,moveis_decoracao,58.0,1953.0,1.0,850.0,69.0,11.0,11.0
ef76ea9ee88ad60b9680c7635f2baaa8,bebidas,57.0,497.0,1.0,200.0,20.0,9.0,14.0
09c3d39641970009c198caed304ccfc4,bebes,52.0,1659.0,1.0,300.0,68.0,7.0,13.0
a453b4ccccf554efba31d5ada5a59a60,telefonia,60.0,818.0,6.0,300.0,17.0,4.0,12.0
a7b42937ab954b0e03bcf6cc35209940,esporte_lazer,56.0,813.0,2.0,250.0,16.0,10.0,16.0
a8bb7885faf316d9a5062d42d2b2fba4,esporte_lazer,50.0,844.0,1.0,875.0,40.0,26.0,20.0
5563f6b699b362e1bd6a2e1e650f52bd,livros_tecnicos,60.0,1265.0,1.0,2050.0,29.0,5.0,21.0
7e437c1d65a7baab7e7ca6c9f4e98b84,beleza_saude,57.0,1571.0,1.0,2150.0,28.0,32.0,11.0
aeeb6146e21d11416d01b0e03c2de06e,utilidades_domesticas,31.0,580.0,2.0,500.0,19.0,13.0,20.0
e91f30f35875789d4b7d14610aa88c15,cama_mesa_banho,50.0,208.0,1.0,500.0,16.0,10.0,16.0
ac1290e4432c1f2662b71ac47da47691,telefonia,43.0,533.0,2.0,125.0,19.0,3.0,11.0
5b488b474a4f2519b7826390b1873a58,utilidades_domesticas,60.0,1206.0,4.0,4100.0,51.0,31.0,31.0
ce8a29973a1fed3f8d22ea5514d9ea07,eletronicos,56.0,505.0,2.0,200.0,20.0,20.0,20.0
a314a62cff3e5725f545fa263aed7a7b,cama_mesa_banho,48.0,120.0,1.0,300.0,40.0,4.0,30.0
f159439c5c382fae366d444e05c590c1,perfumaria,52.0,365.0,1.0,400.0,18.0,18.0,12.0
083178fd17a5d863811733e46fc529ef,esporte_lazer,38.0,256.0,3.0,450.0,25.0,25.0,25.0
70c325280f670aee445babb3400cf804,moveis_decoracao,51.0,535.0,1.0,250.0,35.0,5.0,25.0
f3dadecca4b876a315481c79b8adcf16,pet_shop,50.0,365.0,3.0,300.0,24.0,12.0,12.0
bcb815bba008d89458e428078c0b9211,,,,,150.0,16.0,2.0,11.0
f9f899bf492ac59cf645a6c93eb91e05,moveis_decoracao,29.0,764.0,1.0,6267.0,36.0,40.0,36.0
2043cae78c8b731c405c7329a05154b2,eletroportateis,52.0,640.0,3.0,750.0,30.0,30.0,30.0
3bcf64d8d26d6e06bd568d27fe31d8e8,cama_mesa_banho,56.0,198.0,1.0,1650.0,35.0,20.0,30.0
47de5f36ace720b578ca1b30d0b45b8d,informatica_acessorios,53.0,192.0,1.0,900.0,26.0,13.0,21.0
603751cec205d947f27ef1ab32b7fb26,cool_stuff,22.0,683.0,3.0,700.0,20.0,20.0,20.0
17da5d80ea0eeabd565083183027d588,bebidas,59.0,879.0,1.0,700.0,20.0,20.0,20.0
dd2ca29c9d0f93d3b1d28d7d7ee3025c,moveis_sala,24.0,356.0,2.0,7750.0,33.0,25.0,33.0
3931aaf38ba4cc928100541ff51b82ff,informatica_acessorios,45.0,554.0,3.0,400.0,16.0,4.0,16.0
f28fd17099749b33b6e5081515b2e797,cama_mesa_banho,44.0,421.0,1.0,550.0,30.0,5.0,25.0
4723ab93377036eb7e0c15dfca8c8ce6,telefonia,50.0,561.0,3.0,200.0,19.0,3.0,12.0
89f46d1e213867388c2fac6078f5c06d,fashion_roupa_feminina,43.0,754.0,2.0,500.0,16.0,2.0,11.0
1dcd65bb5dd967d7b4c6b0223cefb838,,,,,9150.0,33.0,30.0,44.0
88316766399e9545cb650c3ab70208a0,fashion_bolsas_e_acessorios,42.0,361.0,1.0,100.0,17.0,3.0,12.0
593236d0ff46b4299b4787fb8d43f7f0,industria_comercio_e_negocios,44.0,1396.0,2.0,7225.0,16.0,103.0,25.0
386486367c1f9d4f587a8864ccb6902b,cama_mesa_banho,54.0,120.0,1.0,835.0,40.0,9.0,33.0
84db874a1a2d895b0eece26cc9bb3dd3,cool_stuff,55.0,418.0,2.0,1250.0,36.0,16.0,24.0
b687f7d54b34a215172bf55f9584584a,ferramentas_jardim,49.0,374.0,1.0,900.0,30.0,10.0,20.0
7e34dea6bf1b26c294d48bfc3fa41d9e,fashion_underwear_e_moda_praia,63.0,3140.0,11.0,400.0,16.0,5.0,11.0
af8215adef2df1e9e66642f159e81e55,relogios_presentes,52.0,585.0,1.0,400.0,20.0,11.0,19.0
bc86251d831265a9937ccfccecd6c224,automotivo,59.0,867.0,5.0,1500.0,68.0,9.0,33.0
0eb8e03d4ef83152c4642b606b5bbdec,moveis_decoracao,47.0,348.0,1.0,2900.0,40.0,10.0,35.0
bdb0b11a36aed4d0d862a7037c838560,telefonia,45.0,742.0,3.0,383.0,16.0,12.0,13.0
f303e2cdf0967ef1a153d12f2685d280,cama_mesa_banho,58.0,262.0,1.0,1400.0,25.0,10.0,25.0
88d1ed18fd38fa0ffeeb4b517ca42a9d,utilidades_domesticas,55.0,132.0,1.0,470.0,21.0,23.0,21.0
9fa0c72476690fbc66bcacc498fe7fd6,informatica_acessorios,34.0,1122.0,2.0,100.0,18.0,11.0,14.0
1fa4ef78e1b8f0afea31e4ae9578affd,cama_mesa_banho,55.0,739.0,1.0,1600.0,40.0,20.0,20.0
9ff668529410eefd5bca723acb4834c1,moveis_decoracao,59.0,439.0,1.0,1800.0,30.0,6.0,20.0
a878ce3514b37e8bfeac8f881438b775,cama_mesa_banho,58.0,678.0,1.0,1250.0,19.0,17.0,22.0
61a53738adc5c0e8d243553320f9ba1c,esporte_lazer,59.0,1104.0,1.0,8809.0,52.0,52.0,17.0
457953cd3ce26e8f7c9037bfb9e19b14,moveis_decoracao,56.0,296.0,2.0,1050.0,100.0,7.0,15.0
54af11c815f92135fb554bd9c97dd418,cama_mesa_banho,57.0,520.0,1.0,950.0,29.0,10.0,25.0
37d2e3656244fd840ebd0460360455cd,papelaria,36.0,215.0,1.0,700.0,45.0,10.0,31.0
67ff96903c597ba4b1d7f668734bc3a4,construcao_ferramentas_jardim,34.0,376.0,1.0,65.0,17.0,12.0,17.0
5e6248437b2668bba62c0fdd71eaf72d,ferramentas_jardim,42.0,567.0,3.0,1075.0,34.0,31.0,34.0
8375cac77900898b899b33ef7b966bb0,cama_mesa_banho,35.0,2618.0,1.0,1200.0,16.0,22.0,11.0
00a985c524adbb97a4211e4ce17aabec,telefonia,58.0,734.0,3.0,250.0,17.0,4.0,12.0
e000ecbb2e86143e74b3b2c3cf15f21e,brinquedos,60.0,196.0,4.0,1150.0,30.0,30.0,30.0
46fd22a153db867285b826a2c62b446b,utilidades_domesticas,58.0,803.0,3.0,10900.0,71.0,25.0,45.0
29c131c43e662b738339aafcc0ba00fc,moveis_decoracao,32.0,926.0,1.0,600.0,17.0,17.0,17.0
5ade9eaa68986ae388b9d6ba2aa185e8,moveis_decoracao,60.0,956.0,4.0,5250.0,66.0,15.0,33.0
913dfadde395f6049127173cfbb96121,informatica_acessorios,24.0,718.0,2.0,200.0,41.0,2.0,29.0
17d4764518c5a017b128060439d1559f,cool_stuff,44.0,854.0,3.0,1000.0,35.0,28.0,16.0
ca078ba5884f07fd8e2ec7f7b13556f1,moveis_cozinha_area_de_servico_jantar_e_jardim,60.0,356.0,1.0,4400.0,27.0,27.0,37.0
233ad2cdae25fbf46f0d090b678d23f4,market_place,53.0,213.0,3.0,775.0,35.0,9.0,15.0
2b250e4c796f4ce9da7ee0465bd1b574,musica,43.0,656.0,2.0,783.0,16.0,8.0,15.0
f1202530b474dade246e7fe77cdda463,cama_mesa_banho,58.0,373.0,2.0,1700.0,34.0,10.0,34.0
33202a8e7a645388c41ed714203d7131,alimentos,45.0,911.0,1.0,3350.0,20.0,21.0,20.0
99d1f27bf9ea0392ab69d0203c6efdc4,perfumaria,60.0,1772.0,1.0,150.0,16.0,16.0,15.0
bae8ac5e125a98fe445bc17714104709,malas_acessorios,57.0,455.0,3.0,10700.0,40.0,100.0,16.0
f7740e5b4337a3cc4a8a204553101a85,beleza_saude,43.0,876.0,2.0,543.0,30.0,12.0,16.0
64cb768ce668c3df58334a28d528b754,brinquedos,41.0,517.0,1.0,875.0,65.0,23.0,20.0
3932e37f1f658768ac53fbe680f145bc,cama_mesa_banho,60.0,850.0,1.0,1100.0,40.0,10.0,30.0
75f3ef6a5cb0f2d5aeef15925f0ccf69,consoles_games,50.0,429.0,4.0,530.0,18.0,24.0,18.0
cffa43acc63e8225bb6889f3c3bd74e3,beleza_saude,57.0,991.0,1.0,217.0,17.0,13.0,15.0
9291234bfd76d396f56b5175d435dd84,moveis_decoracao,40.0,274.0,1.0,200.0,27.0,10.0,12.0
c24f692e0f20f854c24c31517610ba7c,telefonia,54.0,1057.0,6.0,200.0,18.0,3.0,16.0
d3f4f3de0f4576184674937d1e9cecca,brinquedos,51.0,122.0,4.0,450.0,20.0,31.0,30.0
53b36df67ebb7c41585e8d54d6772e08,relogios_presentes,33.0,523.0,3.0,584.0,16.0,11.0,13.0
4a0c2a56e65c941a0bb9874c47dd66d8,cama_mesa_banho,58.0,2375.0,6.0,1400.0,30.0,20.0,26.0
a56af7192032f295ac582a2d70e4caba,telefonia,57.0,1887.0,2.0,600.0,23.0,18.0,20.0
98600823ba81f3ba76386dac7c31ee06,beleza_saude,47.0,1115.0,3.0,125.0,24.0,12.0,20.0
036734b5a58d5d4f46b0616ddc047ced,telefonia,58.0,751.0,5.0,300.0,17.0,4.0,12.0
a22f707cfd269773138c3bf3a43f6180,moveis_decoracao,25.0,253.0,3.0,7000.0,25.0,25.0,25.0
a1fcd4b731530eed7fa5531f3f0c2fe0,cama_mesa_banho,51.0,231.0,1.0,2100.0,40.0,6.0,29.0
88cd1536cced07ce8b7eb699521f841e,cama_mesa_banho,55.0,514.0,1.0,900.0,16.0,10.0,16.0
8058b0067728a211c68874081e7352d4,esporte_lazer,56.0,1720.0,1.0,1000.0,20.0,20.0,14.0
3ac52f93c2299daa201fbb7ff36546f7,informatica_acessorios,60.0,401.0,2.0,150.0,16.0,5.0,15.0
2eb9b2ef7c1da3c7b99702452ea4729f,tablets_impressao_imagem,64.0,547.0,3.0,300.0,26.0,3.0,26.0
c9cfa62f6407e7bad1a59a8ad7255d4e,telefonia,56.0,214.0,2.0,200.0,22.0,16.0,16.0
446e83f3f31931e9eda31363bde07293,moveis_sala,55.0,595.0,1.0,5600.0,20.0,5.0,60.0
a853bf1a5f8d9f04f5df123168164720,livros_importados,63.0,1071.0,7.0,1300.0,29.0,9.0,18.0
385a33a408e9c35c9fbc2025c12f3784,informatica_acessorios,52.0,967.0,1.0,220.0,22.0,13.0,12.0
cc3181a81384b6fc34602d49cb6068a6,eletrodomesticos_2,33.0,94.0,1.0,18450.0,68.0,21.0,42.0
4a9947ec1fcec2b3321193ed5590e8cb,relogios_presentes,42.0,576.0,3.0,300.0,16.0,2.0,20.0
5b76cbb9c422e9f3920a1a75a88f0cf0,casa_conforto,28.0,102.0,1.0,200.0,30.0,15.0,15.0
614d9b959168fce3e0cbd0645acbb666,moveis_decoracao,36.0,80.0,2.0,400.0,16.0,28.0,16.0
28b5eddd0f9eb2e6a7dd8a36e0a79828,utilidades_domesticas,60.0,279.0,1.0,300.0,35.0,4.0,15.0
665839d5bdf604c2909beca037c57144,brinquedos,22.0,265.0,1.0,420.0,28.0,12.0,22.0
c2c951d6f458fe552a49dcd590bdb4a6,cama_mesa_banho,55.0,661.0,1.0,1200.0,35.0,3.0,30.0
c2c4115f38ec8f43e1052cf0735e289b,moveis_decoracao,39.0,202.0,1.0,2300.0,40.0,10.0,30.0
3ea344b27741300cc4724d2a5af94460,cama_mesa_banho,57.0,729.0,1.0,1500.0,20.0,30.0,30.0
89005f5c60b53829a9a617fe5e292221,automotivo,40.0,622.0,6.0,700.0,40.0,15.0,40.0
1d3d7e2bc2cb75e4e2c798ec9aae0279,telefonia,57.0,1260.0,2.0,175.0,17.0,3.0,12.0
0f8977d115c52d93a05dd4eb7052baff,cama_mesa_banho,59.0,266.0,1.0,3975.0,46.0,12.0,43.0
8bc6752b88d4909a129ee0abfd76875b,pet_shop,17.0,746.0,1.0,300.0,16.0,4.0,11.0
c76ce8f19e21cfc8226f0551ed5da750,cool_stuff,54.0,940.0,1.0,1800.0,42.0,25.0,15.0
557484a8965bdc4e548658239f7663fd,ferramentas_jardim,52.0,1493.0,6.0,4000.0,30.0,21.0,24.0
70cc46ccdfff951dd7829395bce256ca,ferramentas_jardim,54.0,1318.0,1.0,700.0,30.0,10.0,20.0
167752e318335bf6bdd6906c4c470266,esporte_lazer,48.0,1422.0,1.0,200.0,18.0,8.0,14.0
31d6f0a621ee145ae8c70304cf564483,relogios_presentes,54.0,691.0,2.0,200.0,16.0,2.0,11.0
995e25d9b46dee183004994645768d95,esporte_lazer,57.0,722.0,4.0,500.0,16.0,15.0,20.0
be19e1611a6015a66266d199ff3ccce0,consoles_games,38.0,456.0,1.0,150.0,29.0,2.0,16.0
56e04ad5959e2c30a6754d9cc1f098f2,portateis_casa_forno_e_cafe,46.0,490.0,1.0,225.0,18.0,18.0,16.0
50571d0f0f8ffbeec1c64cefeec01135,fashion_bolsas_e_acessorios,58.0,526.0,5.0,350.0,43.0,16.0,27.0
de907886b218bfa2e0097c1fdff81785,eletronicos,60.0,443.0,2.0,100.0,22.0,4.0,11.0
27c63413ca2806bcab40a31d0f862a59,climatizacao,60.0,1271.0,1.0,4550.0,40.0,21.0,32.0
3fddda7e92c16fa45033a4373a116e00,perfumaria,45.0,650.0,1.0,75.0,11.0,11.0,8.0
f110a8fd4a8052d5717ce2adc2bb71d0,esporte_lazer,57.0,1176.0,4.0,3350.0,66.0,6.0,43.0
52261c8a90724edab7b960c69dbf7a9c,utilidades_domesticas,24.0,761.0,4.0,950.0,21.0,27.0,21.0
c857b96593773e940454e76efa8eabb3,moveis_decoracao,55.0,133.0,1.0,700.0,35.0,4.0,30.0
d53b2798a5e86b8db90ea3c4855cb409,brinquedos,44.0,952.0,3.0,200.0,20.0,25.0,25.0
d19284bf0893e07e80c26fe4ad33458e,moveis_decoracao,47.0,1750.0,4.0,2550.0,105.0,3.0,70.0
9739d07ec835e1c66eedb9a6df402bd5,cool_stuff,44.0,354.0,5.0,900.0,43.0,21.0,26.0
6d07236d4abe99b5b1cbf368971bf6e7,brinquedos,49.0,170.0,6.0,200.0,17.0,7.0,12.0
7bcc81e7096d625f592094c60385ebc5,bebes,55.0,1633.0,1.0,550.0,20.0,13.0,13.0
1a596515dcbe1a261f8dc0640ccb5149,moveis_decoracao,57.0,384.0,1.0,600.0,30.0,10.0,20.0
6722735e7b6ea43bbd86b1c9074c3057,automotivo,52.0,231.0,1.0,1050.0,20.0,16.0,16.0
9474f3c0da0c4fd0bdf88cf6ac1b5d04,moveis_decoracao,51.0,208.0,3.0,200.0,55.0,6.0,55.0
44feb28a74abb0f2f303412d60160750,livros_tecnicos,40.0,1120.0,1.0,500.0,25.0,3.0,18.0
edffab3eae08991a067c2c7664821661,moveis_decoracao,55.0,1646.0,1.0,300.0,16.0,6.0,11.0
a8115d34a4b7b74388da609692162c37,informatica_acessorios,34.0,1080.0,2.0,250.0,41.0,2.0,29.0
418b40c9e83b7e5ac79e4a7ef975ebbe,eletrodomesticos_2,47.0,796.0,3.0,7300.0,82.0,10.0,54.0
6965419e0d5116b685c3f825e4752231,informatica_acessorios,34.0,774.0,1.0,900.0,36.0,9.0,11.0
d248fe1e952b5b5d62572369cc23ac3c,relogios_presentes,34.0,608.0,3.0,600.0,23.0,19.0,15.0
1c4b558889819d00efc1ec52e76bc450,bebes,58.0,374.0,6.0,200.0,16.0,9.0,11.0
9f69acd4da62618a3f6365b732d00ccd,,,,,850.0,27.0,13.0,21.0
7552749c1a1124b5590d5b7206324daa,moveis_decoracao,38.0,478.0,2.0,14300.0,49.0,42.0,42.0
ea44caac707f7f1325182a538007f838,bebes,59.0,809.0,5.0,6600.0,45.0,25.0,35.0
8ccac7e503c0ba1f7e7b3aafeae52cca,moveis_decoracao,35.0,596.0,4.0,5500.0,32.0,32.0,32.0
f71c0f4ee48321ba6b82205b2fc9e08f,moveis_decoracao,30.0,669.0,4.0,975.0,35.0,25.0,21.0
933bdcaec5fb56654d35ffaae48c7068,cama_mesa_banho,48.0,557.0,3.0,250.0,28.0,4.0,18.0
812f428f6757ab16c46cffc68f2e90c5,moveis_decoracao,53.0,1991.0,2.0,600.0,60.0,7.0,14.0
d951b7ee80638f0b34111a091327be42,perfumaria,54.0,522.0,1.0,150.0,16.0,12.0,11.0
f2a949f938c95d18433bebfb12afe395,automotivo,60.0,1657.0,3.0,650.0,16.0,21.0,18.0
f18e94c9042a09a45c22444e432c0fe5,esporte_lazer,54.0,493.0,1.0,400.0,21.0,26.0,21.0
ede2db86fe8aefa5df3788e970819229,pet_shop,43.0,261.0,4.0,950.0,50.0,20.0,20.0
28447390cfd2a411fcb8c008b6163da2,brinquedos,57.0,696.0,4.0,405.0,21.0,7.0,16.0
9e572ff4654f7064419d97a891a8b0fc,cama_mesa_banho,52.0,167.0,1.0,1900.0,47.0,7.0,35.0
e693be8d8b92c327a28dbadd6abedd0d,papelaria,39.0,1361.0,1.0,300.0,27.0,5.0,23.0
ee8eb0990ff05d13d55e89350ce16a3d,cama_mesa_banho,44.0,826.0,4.0,600.0,31.0,4.0,17.0
d0b9d3d449a97f582b325f11b512bfd2,livros_interesse_geral,35.0,1254.0,4.0,1833.0,17.0,17.0,18.0
f03e2584cfc057f8bf76bf5683955585,brinquedos,38.0,1338.0,2.0,150.0,16.0,21.0,11.0
7642ddbf174d9a97119510f56be6c201,brinquedos,55.0,1131.0,3.0,1950.0,30.0,35.0,35.0
d0fac709247e97e9b44a5351891ef9f3,automotivo,60.0,968.0,3.0,800.0,16.0,16.0,11.0
9256d5ffeddcdb1ee516de53414ff1a2,telefonia,59.0,540.0,3.0,300.0,17.0,4.0,12.0
31a2f42a87890f87d77daebdfabc182e,brinquedos,58.0,419.0,5.0,1700.0,30.0,35.0,25.0
8fae593cc19dca7764e3eea78ec0fd77,telefonia,40.0,1886.0,2.0,300.0,21.0,11.0,14.0
