geolocation_zip_code_prefix,geolocation_lat,gelocation_lng,geolocation_city,geolocation_state
1225,-23.53978602121373,-46.64913883151016,sao paulo,SP
1226,-23.538010108905684,-46.652719268127555,sao paulo,SP
1228,-23.545189379286004,-46.657610856988455,sao paulo,SP
1229,-23.538901609843467,-46.657291130376834,sao paulo,SP
1230,-23.536310405918027,-46.65711200863413,sao paulo,SP
1231,-23.536950407426133,-46.65925589278497,sao paulo,SP
1232,-23.53642800353018,-46.65742601137803,sao paulo,SP
1233,-23.536246540149957,-46.66166521796578,sao paulo,SP
1239,-23.543095270084798,-46.631059196217635,sao paulo,SP
1240,-23.543791843442868,-46.658543962529855,sao paulo,SP
1243,-23.548120304994384,-46.65919184884556,sao paulo,SP
1252,-23.541753975470872,-46.67893404000763,sao paulo,SP
1254,-23.543337420255035,-46.680852402934015,sao paulo,SP
1255,-23.546369835319183,-46.68154172682528,sao paulo,SP
1257,-23.54360983905432,-46.687838575110746,sao paulo,SP
1258,-23.544037017325074,-46.686850912471364,sao paulo,SP
1259,-23.541418553843283,-46.68530389676934,sao paulo,SP
1301,-23.549328970281223,-46.65089009868754,sao paulo,SP
1302,-23.549002921262293,-46.6495522786361,sao paulo,SP
1303,-23.54950569815466,-46.64843251428849,sao paulo,SP
1304,-23.554056434811184,-46.655202368713134,sao paulo,SP
1306,-23.553785206718914,-46.649605096945386,sao paulo,SP
1307,-23.55277801011571,-46.65320770049062,sao paulo,SP
1309,-23.555493080015935,-46.658452189500665,sao paulo,SP
1310,-23.561652948469515,-46.65602130430728,sao paulo,SP
1311,-23.564504609380947,-46.652792655953206,sao paulo,SP
1313,-23.556111699158382,-46.65057380587249,sao paulo,SP
1314,-23.552640734461253,-46.64520437763303,sao paulo,SP
1315,-23.55408999997805,-46.640389095697635,sao paulo,SP
1317,-23.556238213645067,-46.640059865228494,sao paulo,SP
1318,-23.559447989888127,-46.642412737332194,sao paulo,SP
1319,-23.55188165773143,-46.640727972716256,sao paulo,SP
1320,-23.557955062291963,-46.639347399325395,sao paulo,SP
1321,-23.56212863488459,-46.64191854981315,sao paulo,SP
1322,-23.56317165882958,-46.64345614157524,sao paulo,SP
1323,-23.56573478465023,-46.64147810312641,sao paulo,SP
1325,-23.557390163497686,-46.644458336676024,sao paulo,SP
1327,-23.565113424714426,-46.644944579328765,sao paulo,SP
1329,-23.56197752132482,-46.64728109566715,sao paulo,SP
1331,-23.56266441471218,-46.64999665805783,sao paulo,SP
1333,-23.56643505240895,-46.64756359661896,sao paulo,SP
1402,-23.574837390049076,-46.65739203989358,sao paulo,SP
1403,-23.56875503877107,-46.65340944414581,sao paulo,SP
1404,-23.568544733628446,-46.65578027665806,sao paulo,SP
1405,-23.564762579634394,-46.65513838518373,sao paulo,SP
1406,-23.574814338967826,-46.67029927274052,sao paulo,SP
1408,-23.56711189502811,-46.66081341581779,sao paulo,SP
1409,-23.56146082458661,-46.6582620039177,sao paulo,SP
1411,-23.56424786754298,-46.66405956794994,sao paulo,SP
1415,-23.55609171648326,-46.660462198375534,sao paulo,SP
1416,-23.560692913961415,-46.6676885326705,sao paulo,SP
1419,-23.563541620009783,-46.655949613048826,sao paulo,SP
1420,-23.563435490498804,-46.657916039196984,sao paulo,SP
1421,-23.563299264968794,-46.66015369245716,sao paulo,SP
1422,-23.563961910707366,-46.661132368415885,sao paulo,SP
1423,-23.5691451171934,-46.65734766505131,sao paulo,SP
1424,-23.568041456805936,-46.66139884320943,sao paulo,SP
1433,-23.57840745461661,-46.66837295595987,sao paulo,SP
1434,-23.574646544842807,-46.672377399015254,sao paulo,SP
1445,-23.57103798335723,-46.6880680072701,sao paulo,SP
1448,-23.578237896388124,-46.6798226933562,sao paulo,SP
1451,-23.577435950107763,-46.68698984950365,sao paulo,SP
1452,-23.574996445978105,-46.68887938403559,sao paulo,SP
1453,-23.584059003974733,-46.686376108944685,sao paulo,SP
1454,-23.582376976278088,-46.68670275509791,sao paulo,SP
1503,-23.557709002952702,-46.63676937101554,sao paulo,SP
1506,-23.559558667862476,-46.635032185031825,sao paulo,SP
1508,-23.56142363121043,-46.63583005941286,sao paulo,SP
1511,-23.561456812728604,-46.63294793571508,sao paulo,SP
1512,-23.55371720607981,-46.629499097304134,sao paulo,SP
1516,-23.559073244239702,-46.615479964241814,sao paulo,SP
1520,-23.559378269055898,-46.62016401941447,sao paulo,SP
1521,-23.561174444941713,-46.62150903166886,sao paulo,SP
1522,-23.559920265800766,-46.61598186753573,sao paulo,SP
1524,-23.567783274833246,-46.61340053805785,sao paulo,SP
1525,-23.564028977467743,-46.634953911249525,sao paulo,SP
1526,-23.565952267759908,-46.630943918566196,sao paulo,SP
1527,-23.56243917352596,-46.62919220917374,sao paulo,SP
1528,-23.564770045306158,-46.627165924834166,sao paulo,SP
1529,-23.56843915687453,-46.634555491641365,sao paulo,SP
1530,-23.56894449806347,-46.63008918820539,sao paulo,SP
1531,-23.570760627713355,-46.632425247383914,sao paulo,SP
1532,-23.570534217612966,-46.6361118769605,sao paulo,SP
1534,-23.56754359015962,-46.626085143450275,sao paulo,SP
1538,-23.576312823278336,-46.623629347944245,sao paulo,SP
1539,-23.5711528559151,-46.62043601303771,sao paulo,SP
1540,-23.565851346289616,-46.62258150860084,sao paulo,SP
1541,-23.56925274057871,-46.61861697305809,sao paulo,SP
1543,-23.573720975073687,-46.62387176826929,sao paulo,SP
1545,-23.58097414309849,-46.61831033162644,sao paulo,SP
1547,-23.5829939617234,-46.62112676164033,sao paulo,SP
1550,-23.57305660659289,-46.616150545611475,sao paulo,SP
1551,-23.572737912267932,-46.61268007361107,sao paulo,SP
1552,-23.56949069519509,-46.611321773237286,sao paulo,SP
2013,-23.5022061742251,-46.63311453979948,sao paulo,SP
2016,-23.50398483876719,-46.6256721599388,sao paulo,SP
2017,-23.500742944360795,-46.63469457728485,sao paulo,SP
2021,-23.498309141177288,-46.6358858984643,sao paulo,SP
2022,-23.50407390342452,-46.63767093473863,sao paulo,SP
2028,-23.508702544567765,-46.61833692171872,sao paulo,SP
2030,-23.505871338521406,-46.62468256911272,sao paulo,SP
2033,-23.499900453395483,-46.61504999074923,sao paulo,SP
2034,-23.504072876495652,-46.62414421625581,sao paulo,SP
2035,-23.496211310932598,-46.62282500873062,sao paulo,SP
2036,-23.501744307143422,-46.6208028623093,sao paulo,SP
2037,-23.49971822107626,-46.620555045277534,sao paulo,SP
2040,-23.48965996001442,-46.62257166509295,sao paulo,SP
2041,-23.490626476607115,-46.62307980262542,sao paulo,SP
2043,-23.489943419781984,-46.61612445688869,sao paulo,SP
2044,-23.495724717630402,-46.618787965852384,sao paulo,SP
2046,-23.492280455300875,-46.61176940207568,sao paulo,SP
2047,-23.51721555382505,-46.61867396387229,sao paulo,SP
2050,-23.51734415478188,-46.61213522693959,sao paulo,SP
2053,-23.513227598850428,-46.602792691111006,sao paulo,SP
2055,-23.514029731318836,-46.60712616164343,sao paulo,SP
2060,-23.51900515519527,-46.602860931821475,sao paulo,SP
2064,-23.517676960434017,-46.597964629407336,sao paulo,SP
2066,-23.508643305017994,-46.605295668815735,sao paulo,SP
2072,-23.500164927840164,-46.60405533511347,sao paulo,SP
2079,-23.499287714127018,-46.60578507967237,sao paulo,SP
2112,-23.517448624283094,-46.59045121964739,sao paulo,SP
2113,-23.517720495682244,-46.589226620340014,sao paulo,SP
2119,-23.51220780313036,-46.59263904944159,sao paulo,SP
2120,-23.51082440244575,-46.593885760245776,sao paulo,SP
2122,-23.511966093580153,-46.58386437718144,sao paulo,SP
2124,-23.50697691302585,-46.57712086357543,sao paulo,SP
2131,-23.504328811869534,-46.58250945058416,sao paulo,SP
2134,-23.498613267408857,-46.57978572229729,sao paulo,SP
2135,-23.49793218940606,-46.584612291700225,sao paulo,SP
2141,-23.488986884986794,-46.57065328067549,sao paulo,SP
2150,-23.49403466917498,-46.568633209704345,sao paulo,SP
2166,-23.525209057038595,-46.58402154568834,sao paulo,SP
2169,-23.549584845417158,-46.62029999286664,sao paulo,SP
2178,-23.521664986950224,-46.570523876507146,sao paulo,SP
2179,-23.520410060508965,-46.568235339069005,sao paulo,SP
2189,-23.507787143908224,-46.567467709487815,sao paulo,SP
2201,-23.486228925529456,-46.592006127066036,sao paulo,SP
2203,-23.491870834979036,-46.59134807783873,sao paulo,SP
2215,-23.49075874535679,-46.58336932471797,sao paulo,SP
2216,-23.49305791256633,-46.57978444125483,sao paulo,SP
2223,-23.48163665026994,-46.58016703941922,sao paulo,SP
2225,-23.48272229501907,-46.575106892239695,sao paulo,SP
2227,-23.478725053779495,-46.57237400394174,sao paulo,SP
2229,-23.476573316835694,-46.56882032587766,sao paulo,SP
2235,-23.479332643151153,-46.575940355471346,sao paulo,SP
2238,-23.471205040999266,-46.57158333882553,sao paulo,SP
2242,-23.487614708512766,-46.60399102375177,sao paulo,SP
2247,-23.486067152325234,-46.60124172356028,sao paulo,SP
2250,-23.486516506481184,-46.59621632352811,sao paulo,SP
2252,-23.47874415112702,-46.58831651709553,sao paulo,SP
2255,-23.476900639653298,-46.591937735170696,sao paulo,SP
2256,-23.475325486280003,-46.58721405336572,sao paulo,SP
2258,-23.475983214969727,-46.58190463603528,sao paulo,SP
2265,-23.474254219342594,-46.5920253605626,sao paulo,SP
2266,-23.477148867774364,-46.59818684545332,sao paulo,SP
2274,-23.46705177563329,-46.58792075620118,sao paulo,SP
2276,-23.46119305435284,-46.58409760247099,sao paulo,SP
2278,-23.462796772074114,-46.579624510066914,sao paulo,SP
2281,-23.45198742890589,-46.57510493774136,sao paulo,SP
2306,-23.46336881154139,-46.603478416618415,sao paulo,SP
2307,-23.480890537528317,-46.607276642692305,sao paulo,SP
2310,-23.472814658449074,-46.600729145013894,sao paulo,SP
2312,-23.464805059922664,-46.59871241697143,sao paulo,SP
2314,-23.462064417366527,-46.599347717327156,sao paulo,SP
2317,-23.45811932550877,-46.593167466510984,sao paulo,SP
2319,-23.44972136038604,-46.59336446361453,sao paulo,SP
2323,-23.45632474871195,-46.60109652657752,sao paulo,SP
2324,-23.47795550890625,-46.59847671510719,sao paulo,SP
2325,-23.45353681848212,-46.58604068922076,sao paulo,SP
2330,-23.48555369372784,-46.61749060119429,sao paulo,SP
2332,-23.48271441228537,-46.62155343982422,sao paulo,SP
2336,-23.481297618595413,-46.616939978784735,sao paulo,SP
2346,-23.471228484637717,-46.60823078789643,sao paulo,SP
2350,-23.460724077996765,-46.6016047944519,sao paulo,SP
2351,-23.45494410609724,-46.59970792586279,sao paulo,SP
2355,-23.45470653310775,-46.61140407247261,sao paulo,SP
2358,-23.45444747938124,-46.60875824890609,sao paulo,SP
2359,-23.44588174360123,-46.61923035751618,sao paulo,SP
2362,-23.47923482606581,-46.57963323557619,sao paulo,SP
2366,-23.467732746409897,-46.6105450979245,sao paulo,SP
2367,-23.462270277161405,-46.59380392478858,sao paulo,SP
2372,-23.46009453860665,-46.62462503200484,sao paulo,SP
2374,-23.454766956700237,-46.62144325386925,sao paulo,SP
2376,-23.457618907473137,-46.62810512762748,sao paulo,SP
2401,-23.491724436850326,-46.626771324989775,sao paulo,SP
2403,-23.493992216184438,-46.62835871344506,sao paulo,SP
2407,-23.484875111923653,-46.62457520306331,sao paulo,SP
2408,-23.48252299767236,-46.627289763075396,sao paulo,SP
2413,-23.48294043270338,-46.63702493446731,sao paulo,SP
2415,-23.471948352737527,-46.631370260204655,sao paulo,SP
2418,-23.470550272349133,-46.629061771599964,sao paulo,SP
2422,-23.471748790241357,-46.636773176700274,sao paulo,SP
2430,-23.48210332606749,-46.64537516133473,sao paulo,SP
2435,-23.480303315462383,-46.64176777956362,sao paulo,SP
2442,-23.473122483197194,-46.643816695070555,sao paulo,SP
2443,-23.472994531200314,-46.64742941190346,sao paulo,SP
2451,-23.499162903885033,-46.64211200009376,sao paulo,SP
2452,-23.500312073464766,-46.64407821290554,sao paulo,SP
2461,-23.49200316465636,-46.63900286171412,sao paulo,SP
2470,-23.48496867423557,-46.64915068951776,sao paulo,SP
2512,-23.513719395863195,-46.659342449309165,sao paulo,SP
2514,-23.510630743633,-46.655237650268454,sao paulo,SP
2522,-23.50442216582312,-46.65918306701666,sao paulo,SP
2531,-23.50093691036352,-46.65274170167209,sao paulo,SP
2537,-23.491312375387345,-46.65245974809945,sao paulo,SP
2542,-23.487012986660364,-46.65867539409774,sao paulo,SP
2550,-23.50647547455896,-46.671317381764126,sao paulo,SP
2559,-23.49305416825461,-46.6724459979511,sao paulo,SP
2561,-23.492352403494024,-46.67494217200703,sao paulo,SP
2562,-23.48686598302112,-46.67379824356863,sao paulo,SP
2565,-23.486574146899905,-46.668359968689195,sao paulo,SP
2611,-23.467790322895212,-46.64820626081536,sao paulo,SP
2612,-23.47270051549843,-46.66375781178632,sao paulo,SP
2613,-23.478747150752753,-46.66256986605932,sao paulo,SP
2614,-23.47233458368271,-46.65657844951058,sao paulo,SP
2616,-23.469190720707815,-46.654573500771825,sao paulo,SP
2631,-23.459027947635942,-46.64565575282281,sao paulo,SP
2632,-23.464508708899025,-46.64920725174606,sao paulo,SP
2633,-23.461693187817826,-46.651736610865974,sao paulo,SP
2634,-23.45763338134832,-46.650404148792994,sao paulo,SP
2671,-23.467397969957513,-46.663877738142816,sao paulo,SP
2672,-23.459865416063455,-46.66642207028853,sao paulo,SP
2675,-23.45684669771692,-46.67090610202287,sao paulo,SP
2710,-23.508133433645863,-46.67378854079601,sao paulo,SP
2715,-23.50423166280527,-46.68212639414321,sao paulo,SP
2720,-23.492992772787023,-46.67416163406577,sao paulo,SP
2721,-23.49670765994968,-46.674632722230356,sao paulo,SP
2722,-23.500840544630766,-46.678335536470705,sao paulo,SP
2725,-23.499401731074585,-46.68239382390169,sao paulo,SP
2726,-23.50034763516487,-46.68713207170426,sao paulo,SP
2727,-23.496828619992474,-46.68578344882329,sao paulo,SP
2730,-23.4977966152943,-46.690798952838165,sao paulo,SP
2732,-23.500028266938585,-46.69545476190221,sao paulo,SP
2735,-23.49269052755523,-46.693582120180906,sao paulo,SP
2738,-23.491365606204813,-46.68862748111212,sao paulo,SP
2739,-23.479398517928054,-46.681071860585284,sao paulo,SP
2751,-23.49090034004066,-46.68212772492562,sao paulo,SP
2755,-23.48800287823144,-46.67972964801389,sao paulo,SP
2756,-23.4860220040904,-46.67756178321932,sao paulo,SP
2804,-23.48389471587814,-46.697759611661695,sao paulo,SP
2805,-23.479009120417654,-46.6978102979138,sao paulo,SP
2807,-23.47361099950276,-46.70072868664524,sao paulo,SP
2813,-23.45067331117907,-46.711818678024706,sao paulo,SP
2839,-23.47747057032342,-46.68293028819837,sao paulo,SP
2840,-23.482199714556256,-46.68958779044411,sao paulo,SP
2842,-23.4751702706815,-46.68738460343777,sao paulo,SP
2850,-23.46654633897085,-46.67348988809382,sao paulo,SP
2859,-23.45438412886653,-46.7024386466606,sao paulo,SP
2864,-23.472381135593775,-46.68166780595061,sao paulo,SP
2866,-23.4676821314479,-46.680876833991114,sao paulo,SP
2871,-23.46280703085924,-46.67536704480812,sao paulo,SP
2874,-23.462564640930367,-46.67642531786473,sao paulo,SP
2878,-23.45203458939662,-46.68707135277251,sao paulo,SP
2879,-23.448930082467577,-46.6977317466753,sao paulo,SP
2880,-23.466680620069337,-46.67222685571889,sao paulo,SP
2883,-23.44646114640251,-46.701489289354484,sao paulo,SP
2912,-23.50545892812067,-46.70852061295767,sao paulo,SP
2913,-23.503459306465064,-46.71287869871107,sao paulo,SP
2915,-23.498015599812316,-46.70785531697169,sao paulo,SP
2916,-23.494252239511642,-46.71388030944217,sao paulo,SP
2920,-23.490201980251125,-46.72136075491287,sao paulo,SP
2927,-23.4977397422524,-46.703783700781436,sao paulo,SP
2928,-23.50886157830248,-46.68112721209489,sao paulo,SP
2929,-23.492687855695202,-46.70633793156746,sao paulo,SP
2934,-23.48680400920038,-46.70530001805472,sao paulo,SP
2936,-23.485983031299828,-46.71794554517039,sao paulo,SP
2939,-23.48322763278342,-46.72991005287441,sao paulo,SP
2951,-23.473670503359084,-46.72213753690242,sao paulo,SP
2955,-23.46817509806932,-46.72025344447433,sao paulo,SP
2961,-23.492491214734663,-46.69963829158367,sao paulo,SP
2963,-23.504868908615258,-46.682602216056324,sao paulo,SP
2967,-23.480984678353327,-46.70421633711667,sao paulo,SP
2969,-23.4920587791635,-46.71062803918182,sao paulo,SP
2972,-23.48115800015399,-46.710536255224824,sao paulo,SP
2975,-23.47813090302306,-46.711362496104734,sao paulo,SP
2976,-23.476142147293096,-46.715789189519306,sao paulo,SP
2977,-23.470777121927593,-46.71443121107412,sao paulo,SP
2984,-23.445001364392684,-46.72055319973795,sao paulo,SP
2989,-23.433762388302366,-46.72095785108018,sao paulo,SP
2990,-23.44479984733434,-46.72758255830893,sao paulo,SP
2992,-23.44882068441022,-46.7287636262974,sao paulo,SP
2993,-23.453961663812116,-46.73188402974432,sao paulo,SP
2995,-23.444271689442214,-46.73898865697958,sao paulo,SP
2998,-23.443498238474042,-46.727756969400886,sao paulo,SP
3001,-23.541734532716237,-46.614660294316934,sao paulo,SP
3004,-23.543958416955746,-46.62165834699212,sao paulo,SP
3005,-23.54268706956543,-46.62477459348309,sao paulo,SP
3006,-23.5418122436329,-46.624550259441925,sao paulo,SP
3011,-23.538258995605783,-46.61510842070545,sao paulo,SP
3012,-23.540809599311913,-46.615421277907195,sao paulo,SP
3017,-23.536603102561838,-46.610939566633434,sao paulo,SP
3018,-23.53230248941005,-46.611344315772754,sao paulo,SP
3019,-23.53342246225688,-46.60497703630568,sao paulo,SP
3021,-23.531012010289658,-46.60081028219831,sao paulo,SP
3025,-23.53510381416933,-46.60962590198537,sao paulo,SP
3028,-23.527259032999194,-46.61149456906236,sao paulo,SP
3029,-23.52982460593583,-46.618173551632395,sao paulo,SP
3031,-23.531856808842985,-46.62064203778729,sao paulo,SP
3035,-23.52558072833697,-46.61466092986007,sao paulo,SP
3040,-23.549923715045278,-46.623031043593336,sao paulo,SP
3041,-23.54923674831532,-46.61994837184735,sao paulo,SP
3043,-23.54725423739727,-46.61712265714692,sao paulo,SP
3045,-23.54282909583655,-46.60252438520744,sao paulo,SP
3046,-23.544342492642407,-46.61561991312254,sao paulo,SP
3053,-23.54418018293379,-46.60707887325989,sao paulo,SP
3054,-23.54231342761656,-46.603755470724025,sao paulo,SP
3057,-23.54118379638801,-46.59684404591124,sao paulo,SP
3058,-23.5390781100868,-46.59060270875656,sao paulo,SP
3059,-23.540171867461595,-46.59168777265856,sao paulo,SP
3060,-23.538432671918383,-46.586993819209084,sao paulo,SP
3061,-23.540262855028377,-46.58495462693488,sao paulo,SP
3062,-23.54108430841194,-46.589429401756824,sao paulo,SP
3064,-23.533308961038095,-46.56975840842568,sao paulo,SP
3066,-23.537393590878054,-46.57674715135936,sao paulo,SP
3067,-23.53775963910294,-46.57342741029837,sao paulo,SP
3068,-23.536697990905008,-46.56809001344711,sao paulo,SP
3069,-23.535419303134443,-46.565391144742165,sao paulo,SP
3071,-23.53401758945805,-46.56152031333655,sao paulo,SP
3073,-23.531755578002794,-46.555744487164944,sao paulo,SP
3077,-23.531680926472,-46.580702146286285,sao paulo,SP
3080,-23.532906463160966,-46.578497509810916,sao paulo,SP
3086,-23.530252629964927,-46.56711051588779,sao paulo,SP
3087,-23.530395619220243,-46.5659723566192,sao paulo,SP
3088,-23.526901031009327,-46.561864433658876,sao paulo,SP
3089,-23.531016459504624,-46.56101663725986,sao paulo,SP
3102,-23.550323040646223,-46.61366842076251,sao paulo,SP
3104,-23.554245237556547,-46.61454015073124,sao paulo,SP
3106,-23.55628409710373,-46.61636650804023,sao paulo,SP
3110,-23.557606137546625,-46.6071959006922,sao paulo,SP
3111,-23.56018268375286,-46.60439300394291,sao paulo,SP
3118,-23.56176774145944,-46.594883357217824,sao paulo,SP
3119,-23.563520498719868,-46.59441804728763,sao paulo,SP
3122,-23.56818767624104,-46.59475374901045,sao paulo,SP
3124,-23.57099678375519,-46.590966642832335,sao paulo,SP
3126,-23.580395310431413,-46.59132639890193,sao paulo,SP
3127,-23.577893206679747,-46.58816127890345,sao paulo,SP
3129,-23.578472614655194,-46.5821375439252,sao paulo,SP
3132,-23.58226466103988,-46.58223783172893,sao paulo,SP
3134,-23.58476155729964,-46.58437200590849,sao paulo,SP
3136,-23.579356294221014,-46.5787697058454,sao paulo,SP
3138,-23.58741915450063,-46.581435332792104,sao paulo,SP
3141,-23.588457209884385,-46.57455217423434,sao paulo,SP
3146,-23.59313242355028,-46.57686178753552,sao paulo,SP
3152,-23.592552355006298,-46.58181592882135,sao paulo,SP
3153,-23.596895686427423,-46.580619253195366,sao paulo,SP
3156,-23.580853657771875,-46.5681712220399,sao paulo,SP
3158,-23.575764181570232,-46.56671945119023,sao paulo,SP
3161,-23.577276892320537,-46.56338617640832,sao paulo,SP
3162,-23.55132779430134,-46.60360231234208,sao paulo,SP
3165,-23.559996646549287,-46.58597349950898,sao paulo,SP
3167,-23.55574490427214,-46.594607877507244,sao paulo,SP
3168,-23.554397891852155,-46.59568963440545,sao paulo,SP
3169,-23.552915150652815,-46.593976495164206,sao paulo,SP
3170,-23.55090215973898,-46.59234068171788,sao paulo,SP
3175,-23.549367997934002,-46.584497398005304,sao paulo,SP
3178,-23.55347000551166,-46.58779032038253,sao paulo,SP
3179,-23.552918598387432,-46.581431020500325,sao paulo,SP
3181,-23.558371184517704,-46.58214904266699,sao paulo,SP
3185,-23.563384434881428,-46.58303458980718,sao paulo,SP
3186,-23.565561714195844,-46.58163873599627,sao paulo,SP
3187,-23.5611333137124,-46.57891781335759,sao paulo,SP
3188,-23.56263199908356,-46.57834473156485,sao paulo,SP
3190,-23.56451690530695,-46.57388000989229,sao paulo,SP
3191,-23.568801464537245,-46.57173940927547,sao paulo,SP
3193,-23.57415476713049,-46.576454989091594,sao paulo,SP
3194,-23.56788988703906,-46.57394821510183,são paulo,SP
3204,-23.59549859480055,-46.55972696351707,sao paulo,SP
3206,-23.59869175080098,-46.56248317931866,sao paulo,SP
3209,-23.601251249174847,-46.55894891701506,sao paulo,SP
3210,-23.60062679626441,-46.54953091064057,sao paulo,SP
3211,-23.601092055866467,-46.55369625087329,sao paulo,SP
3213,-23.60636135481361,-46.56094791984409,sao paulo,SP
3216,-23.60847855737744,-46.55619491444044,sao paulo,SP
3220,-23.604533636672187,-46.528421629953044,sao paulo,SP
3222,-23.58527841249789,-46.561094301063065,sao paulo,SP
3227,-23.58636550931363,-46.57107896083532,sao paulo,SP
3236,-23.59236811649082,-46.553386099109616,sao paulo,SP
3237,-23.593454949246254,-46.55235596542038,sao paulo,SP
3240,-23.59840257836959,-46.54732485107044,sao paulo,SP
3251,-23.606501763403656,-46.53722056492476,sao paulo,SP
3253,-23.607110911277815,-46.53119020950815,sao paulo,SP
3254,-23.60983667810177,-46.53119970835737,sao paulo,SP
3256,-23.609856490116115,-46.52964693018126,sao paulo,SP
3258,-23.610581276487395,-46.526488331494534,sao paulo,SP
3265,-23.594940355849836,-46.54115925090763,sao paulo,SP
3266,-23.598386316952038,-46.536700083372814,sao paulo,SP
3269,-23.59941403527031,-46.52443946351162,sao paulo,SP
3273,-23.577346895605476,-46.55995457781836,sao paulo,SP
3275,-23.583987138697704,-46.54139703340978,sao paulo,SP
3280,-23.58355120189348,-46.53738366780584,sao paulo,SP
3282,-23.588614272951972,-46.543918198532445,sao paulo,SP
3283,-23.590317795175192,-46.53928914700151,sao paulo,SP
3287,-23.595498020056485,-46.53310582777934,sao paulo,SP
3288,-23.592648578580313,-46.53198943442184,sao paulo,SP
3303,-23.545203383248218,-46.58769816496116,sao paulo,SP
3304,-23.545147862770502,-46.57813032122694,sao paulo,SP
3306,-23.544651733224047,-46.57571243111453,sao paulo,SP
3313,-23.54528010314897,-46.55833696328076,sao paulo,SP
3317,-23.54154695284625,-46.5606561048041,sao paulo,SP
3318,-23.544376874492144,-46.56537640757623,sao paulo,SP
3319,-23.54481729868081,-46.56210024419569,sao paulo,SP
3320,-23.546530378903565,-46.56533761884635,sao paulo,SP
3322,-23.548689156518982,-46.56553813802192,sao paulo,SP
3331,-23.547582300496124,-46.58295189254021,sao paulo,SP
3333,-23.556190575040848,-46.56912835039078,sao paulo,SP
3334,-23.55365998588404,-46.572282911105056,sao paulo,SP
3335,-23.55493816431263,-46.5684144488935,sao paulo,SP
3336,-23.553859823037847,-46.56304461876021,sao paulo,SP
3340,-23.57034218772486,-46.551191324293775,sao paulo,SP
3343,-23.559338434412677,-46.57097407073218,sao paulo,SP
3344,-23.560026286581977,-46.57345956175339,sao paulo,SP
3345,-23.571576957365867,-46.56366058582025,sao paulo,SP
3350,-23.56946837903707,-46.565964744802564,sao paulo,SP
3360,-23.56928410608017,-46.54352104423349,sao paulo,SP
3361,-23.57365747888405,-46.52991121436312,sao paulo,SP
