order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,total_payment_value,max_installments,n_payments_methods,main_payment_type,avg_review_score,n_reviews,geolocation_zip_code_prefix,geolocation_lat,gelocation_lng,geolocation_city,geolocation_state
4fab84dd561f10bb9c98293f34d749fa,1c141ff3d234a4ea775feaf7d0024a59,delivered,2018-07-03 12:04:03,2018-07-05 16:32:43,2018-07-05 14:25:00,2018-07-11 15:24:32,2018-07-27 00:00:00,cc8e5ca7b38506fa626340b3c84b6d89,87005,maringa,PR,76.41,2.0,1.0,credit_card,5.0,1.0,87005.0,-23.44174075913739,-51.92749158191649,maringa,PR
e6bed0846d5d268bf1ebcf66eab19a42,2110656d0356c5d1d3c7f1c7bce0e319,delivered,2018-03-13 22:21:03,2018-03-13 22:30:39,2018-03-14 20:15:50,2018-04-19 17:57:33,2018-04-05 00:00:00,1545f2408959aa8478cb267d8429e642,41830,salvador,BA,593.13,10.0,1.0,credit_card,1.0,1.0,41830.0,-13.00207261992395,-38.46302359081903,salvador,BA
e45620eb46de3b95c078fb17e75db83e,a539b9d6f9045415d847df7fd525d2bd,delivered,2018-06-11 12:41:01,2018-06-11 12:59:44,2018-06-15 16:32:00,2018-07-11 19:27:47,2018-07-24 00:00:00,59ea36903f78d0d954b0fc11c6203542,22793,rio de janeiro,RJ,163.98,1.0,1.0,credit_card,4.0,1.0,22793.0,-23.00061899109568,-43.40471828456725,rio de janeiro,RJ
8906cb0ae3ccbd4613940de05579b218,fd5ddf911dca5e102a4856a2ace88a09,delivered,2018-02-12 22:25:07,2018-02-12 22:35:30,2018-02-19 23:39:37,2018-02-21 00:33:39,2018-02-26 00:00:00,69de2f5d39283da764d28336701fa8e8,1013,sao paulo,SP,171.4,1.0,1.0,credit_card,5.0,1.0,1013.0,-23.5471420283239,-46.63423580006204,sao paulo,SP
a4b276bd4a9eba543ec90cdf29a67308,9d20953453325b0f8badf470f570f98c,delivered,2017-06-15 08:53:26,2017-06-15 09:05:08,2017-06-23 13:33:00,2017-06-27 13:59:39,2017-07-05 00:00:00,186e4b97d2704e8b76235b8d7c5d38ab,6780,taboao da serra,SP,79.24,3.0,1.0,credit_card,3.0,2.0,6780.0,-23.623192318731416,-46.79148699861499,taboao da serra,SP
5d9fde36e9b14f9c646577bb073b1486,ffed5d4f6245fe13cd57054621eec36a,delivered,2018-02-21 17:27:58,2018-02-22 02:10:26,2018-02-27 17:05:12,2018-02-28 22:25:06,2018-03-07 00:00:00,01ba3180d3c6e7a6e269c5a542985423,9371,maua,SP,108.22,1.0,1.0,boleto,5.0,1.0,9371.0,-23.669872959824414,-46.47621306270232,maua,SP
2790c1db6fab421570c3a789c96ffd46,606526aa253b452a350ce935064f6418,delivered,2017-10-31 18:03:11,2017-11-02 02:35:33,2017-11-07 19:22:25,2017-11-21 22:18:55,2017-11-27 00:00:00,9ebc06ad695ee9ea7a4aa816fbd3f1e6,97015,santa maria,RS,81.72,1.0,1.0,boleto,5.0,1.0,97015.0,-29.692576960657465,-53.81234231845419,santa maria,RS
40ebc9d21ae5f5d7dfd398f87e63f455,54c424fd34699c65ea6d0c12a80e4a72,delivered,2018-03-12 16:57:52,2018-03-12 17:10:50,2018-03-13 22:04:05,2018-03-17 00:18:43,2018-03-22 00:00:00,3c1c6073be5e02b8f2c564a71d6874f3,4205,sao paulo,SP,114.78,3.0,1.0,credit_card,5.0,1.0,4205.0,-23.580892577198817,-46.60589818401142,sao paulo,SP
3d5857f4fdb1061d247dea2544782580,ceec04c1f9846950a467eee17ccdfb85,delivered,2017-10-25 14:58:48,2017-10-25 15:14:19,2017-10-26 16:48:54,2017-10-27 18:26:47,2017-11-07 00:00:00,34962563ebeec9ee2399336065fb09e0,5351,sao paulo,SP,349.57,3.0,1.0,credit_card,4.0,1.0,5351.0,-23.5594901370788,-46.75475041981528,sao paulo,SP
cdab66293e2e4ea2b956d8016c5ad97d,6d03d9c7d95db6de5b59aa4d7218ec07,delivered,2017-12-13 09:01:12,2017-12-13 09:12:24,2017-12-15 22:04:12,2017-12-22 17:14:36,2018-01-08 00:00:00,1cda4924a950d149dc93db0ccf548933,3071,sao paulo,SP,132.06,1.0,1.0,credit_card,5.0,1.0,3071.0,-23.53401758945805,-46.56152031333655,sao paulo,SP
d32fbb7b9c7d393b293c80e66091ee4b,66538c9da66571088de88815faa7ee9a,delivered,2017-09-10 15:33:23,2017-09-10 15:45:19,2017-09-11 12:08:37,2017-09-15 17:11:32,2017-09-28 00:00:00,8c9f376c4c714c1afd0255c7cd38b492,30295,belo horizonte,MG,130.26,1.0,1.0,credit_card,3.0,1.0,30295.0,-19.91367687977267,-43.88348263205853,belo horizonte,MG
fd22bd0610424ec9e62c1d98288b51e9,067715fac053f8972e3887e3784e38f4,delivered,2017-03-19 13:08:49,2017-03-19 13:08:49,2017-03-22 06:44:34,2017-03-24 10:18:13,2017-04-11 00:00:00,4fb2e7406e0e99946ce171d6d7350e1f,4022,sao paulo,SP,45.86,4.0,1.0,credit_card,3.0,1.0,4022.0,-23.594135363810278,-46.64576084364336,sao paulo,SP
ced669a0f18cc433701f1011449b80fe,70f455685561519d6a7770423cbb01ee,delivered,2018-06-26 16:58:56,2018-06-26 18:18:21,2018-06-27 10:17:00,2018-06-29 16:48:46,2018-07-11 00:00:00,c81c9108cffad3027309e6f0ff327de4,6704,cotia,SP,42.51,1.0,1.0,boleto,5.0,1.0,6704.0,-23.57776646677478,-46.91702634391638,cotia,SP
f5a1d7fb9cd502618f942b1295676f1b,c1ba054116e13a367a09a45be363525c,delivered,2018-01-13 12:13:44,2018-01-13 12:29:16,2018-01-15 23:51:48,2018-01-22 20:28:42,2018-02-15 00:00:00,bacfd927a67bc4cdbd5912606e830e35,38570,guarda-mor,MG,90.88,6.0,1.0,credit_card,4.0,1.0,38570.0,-17.769317756643446,-47.09820110670162,guarda-mor,MG
cd49c5c6f772ac87200f116a7a5499e5,c68f1a0b156eeb49b2b3168e4ab55681,delivered,2017-03-08 01:59:31,2017-03-09 02:51:06,2017-03-09 13:31:27,2017-03-14 10:34:44,2017-03-29 00:00:00,2aeb1b7d567e9e232a56cd0b80ec94fa,95200,vacaria,RS,116.43,1.0,1.0,boleto,5.0,1.0,95200.0,-28.50597469340669,-50.93824129882797,vacaria,RS
5fe9874b96028c851e35c1c28aede4c2,4d575680ce2505bef7485ecf1badf1d6,delivered,2018-01-14 14:39:38,2018-01-14 14:51:23,2018-01-24 16:59:54,2018-01-30 14:19:48,2018-02-16 00:00:00,067d22395c78dfe68b327a9444ea48f6,9661,sao bernardo do campo,SP,167.77,3.0,1.0,credit_card,3.0,1.0,9661.0,-23.660864966338345,-46.59644061310163,sao bernardo do campo,SP
0589d8b975f21fea2ad626ea99527911,77dc1be4c4766a308f7c7516b732a825,delivered,2018-02-27 16:36:42,2018-02-28 16:35:43,2018-03-01 18:47:44,2018-03-07 22:44:26,2018-03-28 00:00:00,ea6f35445410a3f7e74c018be1642995,59151,parnamirim,RN,227.3,3.0,1.0,credit_card,3.0,1.0,59151.0,-5.883632920510785,-35.20384948972186,parnamirim,RN
0d5fb8614978748bcfbef448c8a74a17,33a3023585bff9c06044bdcd92c95b4b,delivered,2018-08-06 10:00:44,2018-08-06 10:15:30,2018-08-07 15:47:00,2018-08-15 21:19:33,2018-09-06 00:00:00,2e87695ef69b7236c17c1f1e021ed36a,92500,guaiba,RS,201.96,4.0,1.0,credit_card,5.0,1.0,92500.0,-30.121449870629625,-51.33632567897215,guaiba,RS
ed8a6e0832d4fbbd240110423cd1b707,226236428096449139ada8b6e6bf4136,delivered,2017-11-24 14:22:09,2017-11-25 05:50:06,2017-11-28 18:32:27,2017-12-14 21:35:17,2017-12-21 00:00:00,f75bc8b1aa3841ba66a6cf79255d3486,89820,xanxere,SC,66.64,1.0,1.0,boleto,5.0,1.0,89820.0,-26.87641510042257,-52.403994657794016,xanxere,SC
9dabd200c58f609f380ecd1e44898086,1bb2273c4c26af24561221cfc4fbd7f1,delivered,2018-06-12 20:50:18,2018-06-12 21:24:02,2018-06-15 13:48:00,2018-06-27 17:11:52,2018-07-19 00:00:00,647afdb8a120547075e55a9dfeba6bcf,8451,sao paulo,SP,260.97,2.0,1.0,credit_card,4.0,1.0,8451.0,-23.539311759230777,-46.40046988664183,sao paulo,SP
573cdc3b8d7f43d865aba5fbbc888802,1d4ed7b29c69512e9a142a6a5c52f5d0,delivered,2018-01-12 15:22:11,2018-01-12 15:30:30,2018-01-15 21:48:54,2018-01-31 21:48:10,2018-02-14 00:00:00,cae76dd4d838ce8f3f152baf0784c9b1,20251,rio de janeiro,RJ,153.14,3.0,1.0,credit_card,4.0,1.0,20251.0,-22.922200558918448,-43.20015626664134,rio de janeiro,RJ
73287734c7b95e805d54a35d062627f2,d8d953c123168b787dceec29e08d08d3,delivered,2018-02-27 12:05:41,2018-03-01 02:35:26,2018-03-02 00:12:43,2018-03-21 21:47:29,2018-03-27 00:00:00,157cba90d59357f1e82a211874b89e59,41720,salvador,BA,39.78,1.0,1.0,boleto,4.0,1.0,41720.0,-12.969658191018034,-38.43468398606588,salvador,BA
12aab7cb25bc6ae86c66cb3e7dc35a76,d2e258817e38dd6847a2dead3bbafc05,delivered,2017-12-22 17:11:24,2017-12-22 17:31:56,2017-12-26 14:12:49,2018-01-03 11:16:06,2018-01-23 00:00:00,0a3ce869b8386af24386cb035ce6f2e9,5432,sao paulo,SP,546.65,10.0,1.0,credit_card,5.0,1.0,5432.0,-23.55715218389116,-46.689757770775486,sao paulo,SP
c0e1586eda89047d683b2bc7d902037c,0266506e68e7eac1c7f726da057c28a9,delivered,2017-12-12 23:35:51,2017-12-12 23:49:55,2017-12-13 20:03:34,2017-12-18 21:18:56,2017-12-29 00:00:00,3341514b8049f4a268e4188fb0211d34,3127,sao paulo,SP,89.56,7.0,1.0,credit_card,5.0,1.0,3127.0,-23.577893206679747,-46.58816127890345,sao paulo,SP
0124e0c5bfae1979838a91e47df53f14,6bf7cea1d53d6e27e5debdb2d5049ff6,delivered,2018-02-08 15:31:37,2018-02-08 16:59:25,2018-02-14 20:04:13,2018-02-15 20:11:58,2018-02-26 00:00:00,86d8261e5b348801fec7bf7ed0726e39,15053,sao jose do rio preto,SP,62.38,1.0,1.0,credit_card,4.0,1.0,15053.0,-20.77738504216889,-49.36534594963242,sao jose do rio preto,SP
26c032093452825fab1ef0adcde581ac,1de5dc5b831942a9161baef126e93870,delivered,2018-08-14 16:42:17,2018-08-14 16:56:04,2018-08-16 17:15:00,2018-08-23 00:04:05,2018-08-30 00:00:00,d68ed97669e9cee5b36211dbc592f4b4,19023,presidente prudente,SP,128.54,2.0,1.0,credit_card,5.0,1.0,19023.0,-22.110680580939565,-51.399092120481306,presidente prudente,SP
848e76f65aa5d3843c356d8a68dfa5b5,0fe01041704b943d5c7905323ea63a2b,delivered,2018-05-03 16:05:51,2018-05-03 16:29:22,2018-05-04 12:12:00,2018-05-11 20:39:45,2018-06-01 00:00:00,7bc69a06edaaaa9d75b6950546ec94bc,95703,bento goncalves,RS,126.33,5.0,1.0,credit_card,4.0,1.0,95703.0,-29.167939929389263,-51.50485891134789,bento goncalves,RS
1227f9af3b2ddb0b95060aab8e5b3dc7,53c9811a9eed9e84d267b8a929840882,delivered,2018-05-10 14:48:29,2018-05-10 15:11:25,2018-05-10 14:00:00,2018-05-18 16:21:53,2018-06-07 00:00:00,4474178cac55e98fa8fb5aeb55c9a06d,78043,cuiaba,MT,47.05,4.0,1.0,credit_card,5.0,1.0,78043.0,-15.585559682836344,-56.1077320188563,cuiaba,MT
5d1aca6ae03324b5398c241b3b402be7,b36aecddfe5ccb0971ba9de40729416e,delivered,2018-06-11 13:34:54,2018-06-11 14:02:11,2018-06-12 15:05:00,2018-06-13 19:59:46,2018-06-20 00:00:00,29ca20390ebb1a670b4f22c0bf757b7c,13070,campinas,SP,61.14,2.0,1.0,credit_card,4.0,1.0,13070.0,-22.89205755456594,-47.08244278411783,campinas,SP
ba16a6de753feb4dc0a6716cc3ddf951,2f2b6326403a1044d7c1c951fa3867f0,delivered,2018-02-10 18:19:59,2018-02-10 18:30:25,2018-02-14 20:15:52,2018-03-08 13:27:33,2018-03-23 00:00:00,f728be7f9d69b14f9d1673a016184b1a,51020,recife,PE,52.62,1.0,1.0,credit_card,5.0,1.0,51020.0,-8.11529960929068,-34.896685076121976,recife,PE
569d43a54c364df5b367ab33e96eacf0,de67b8bed7fa293d54466d66bdaadc62,unavailable,2017-10-31 08:50:06,2017-10-31 09:06:23,,,2017-11-08 00:00:00,1af6a4167ec3bd3d41226dd8e0ec063e,9725,sao bernardo do campo,SP,61.73,1.0,1.0,voucher,1.0,1.0,9725.0,-23.706316018037796,-46.556956230405845,sao bernardo do campo,SP
cdb67b9f52b1b7cd79169a5aae48d7c2,86d44d270b72592dbef78de27ec82d08,delivered,2018-03-07 12:04:58,2018-03-07 12:15:42,2018-03-10 00:07:27,2018-04-02 11:46:28,2018-04-05 00:00:00,e90232e0cd21ee07204d10fd88bb0c97,4042,sao paulo,SP,98.71,2.0,1.0,credit_card,4.0,1.0,4042.0,-23.6027356999657,-46.64395671793167,sao paulo,SP
b2e5be9642d390480c19fbc80e533de6,250db83427885000b3aa996cf9dc3a72,delivered,2018-04-16 13:41:24,2018-04-16 14:35:11,2018-04-17 00:03:11,2018-04-30 20:34:36,2018-05-07 00:00:00,4a6fae603f245a9312b737c601aaee78,24230,niteroi,RJ,68.23,1.0,1.0,credit_card,5.0,1.0,24230.0,-22.878636914963277,-43.08609614601055,niteroi,RJ
fd117d65267f58ad33d914a3cc317543,f7c89da122bf0065f6157a4c19bfe24e,delivered,2018-03-19 15:53:24,2018-03-19 16:13:55,2018-03-20 18:53:39,2018-03-23 16:32:23,2018-04-06 00:00:00,f03010990971a88c965c821171f93010,80250,curitiba,PR,115.66,10.0,1.0,credit_card,5.0,1.0,80250.0,-25.44361910981016,-49.27685485993967,curitiba,PR
6fd39a1adde54d0a5e6fe5ddc6c8784a,4e364c106217fcf45f21a4db793866bb,delivered,2018-04-01 19:57:10,2018-04-02 21:28:58,2018-04-13 01:51:10,2018-04-19 16:04:20,2018-04-27 00:00:00,b18983823f3259d8f50a36496ea84a8d,7990,francisco morato,SP,215.27,8.0,1.0,credit_card,5.0,1.0,7990.0,-23.279230429161814,-46.740173871184815,francisco morato,SP
4cdf8813fc5f4c3d74041453f606868c,d6e011b818659fed8cfa433ec3bee9fe,delivered,2017-10-10 10:08:32,2017-10-10 10:26:55,2017-10-23 17:46:35,2017-10-27 19:44:55,2017-10-23 00:00:00,d9ad1a4f3055a4d3cba840034166b1a1,13091,campinas,SP,279.27,5.0,1.0,credit_card,1.0,1.0,13091.0,-22.877397525375304,-47.02946851223153,campinas,SP
5bb8d2fbca419676d395687e28f5263b,bff5a17c6a2c64100921da9fe9591a43,delivered,2018-07-12 12:44:14,2018-07-12 14:10:14,2018-07-13 06:52:00,2018-07-23 19:08:52,2018-08-01 00:00:00,95ca2c58fa0c3425b47e477d1c7bb829,45836,itamaraju,BA,87.38,1.0,1.0,boleto,5.0,1.0,45836.0,-17.036945722043964,-39.53454174478864,itamaraju,BA
5f4942fc3a59f2e62ae534f981105954,887b8a65e05f6ac52b0084002f88b30d,delivered,2018-03-01 08:07:37,2018-03-01 08:29:07,2018-03-01 20:12:36,2018-03-07 22:51:51,2018-03-21 00:00:00,bde6157addccf5749c409e1333ecb108,13045,campinas,SP,57.48,1.0,1.0,credit_card,5.0,1.0,13045.0,-22.93399907489569,-47.0330400441391,campinas,SP
5b649740381032adc79831802d8d221a,9f953bb4452203555445d713827f1465,delivered,2017-11-04 11:11:51,2017-11-07 07:30:51,2017-11-08 15:46:59,2017-11-13 16:52:04,2017-11-30 00:00:00,f38e382731af9143e1321a49534c395d,71937,brasilia,DF,251.24,1.0,1.0,boleto,3.0,1.0,71937.0,-15.83002326239574,-47.98046577137944,brasilia,DF
b68a52eb0d8bcd5f784a5f95b98a6cf6,56d9e13e6894b123c090a253757182a3,delivered,2018-02-03 10:27:19,2018-02-03 10:40:37,2018-02-05 22:58:49,2018-02-28 09:21:54,2018-03-15 00:00:00,71b6cdf99467e93ff456a368eb86900b,55170,brejo da madre de deus,PE,132.27,1.0,1.0,credit_card,5.0,1.0,55170.0,-8.11975896574784,-36.34744143794997,brejo da madre de deus,PE
558731462aceb9588378c7c19194d2db,4d916e585f3bb295dbc15dafaeaae8ed,delivered,2018-05-10 14:00:11,2018-05-10 14:16:26,2018-05-17 13:29:00,2018-05-18 16:59:56,2018-06-07 00:00:00,9433a8f8dc53df230460bbde1f7cc734,22060,rio de janeiro,RJ,1089.96,3.0,1.0,credit_card,4.0,1.0,22060.0,-22.97702862454598,-43.19034089760792,rio de janeiro,RJ
77e4da3755c479aac3d6f7f2a5e94516,6995decf2663f921e8dfb49b3e7b5b9c,delivered,2018-02-13 14:36:43,2018-02-13 15:07:58,2018-02-19 23:42:39,2018-03-09 16:58:30,2018-03-23 00:00:00,5f7960decfccb628cea4c3f2c4c7c370,13087,campinas,SP,114.42,1.0,1.0,credit_card,4.0,1.0,13087.0,-22.85798998347003,-47.05305088047734,campinas,SP
578daeebdebcc19bd2dcba1f6b06b3ce,af31beb9cb1ad7f0dd644d33b9e9ea44,delivered,2018-05-29 18:54:31,2018-05-29 19:17:23,2018-05-30 08:53:00,2018-06-02 14:12:57,2018-06-21 00:00:00,1135e8dd0e81f7774a8d597380ea949f,31150,belo horizonte,MG,108.3,10.0,1.0,credit_card,5.0,1.0,31150.0,-19.879678273976506,-43.94373206172144,belo horizonte,MG
1aa78d3a94e9d8054d63fd230c076bf6,07c7380ec99877459637515df52ee55a,delivered,2017-11-24 18:49:41,2017-11-24 22:14:11,2017-11-28 00:12:11,2017-11-29 17:09:17,2017-12-08 00:00:00,3799155bba777b02074b6494271aa522,3669,sao paulo,SP,310.9,5.0,1.0,credit_card,1.0,1.0,3669.0,-23.531657781757943,-46.49138352910662,sao paulo,SP
a5d3eeeb605f6e2ce95e590543148234,05e8586e1ca488defddd47b5be9179c3,delivered,2018-05-13 21:46:59,2018-05-13 22:13:44,2018-05-14 13:40:00,2018-05-15 17:31:01,2018-05-25 00:00:00,f053e082c3563fa331d4cd0c5d8ec177,18132,sao roque,SP,170.33,3.0,1.0,credit_card,5.0,1.0,18132.0,-23.51785667889076,-47.140000622420544,sao roque,SP
2e233dded5d8af5e2baa5c1fca89a6c6,7f6cc609946a187554550e1a9192a46f,delivered,2017-12-06 14:37:35,2017-12-06 14:52:16,2017-12-20 18:59:29,2017-12-21 23:38:53,2018-01-04 00:00:00,35da9093ca6f1782bbad4b328e31f35f,3378,sao paulo,SP,175.77,1.0,1.0,credit_card,5.0,1.0,3378.0,-23.57098061666265,-46.539238642298926,sao paulo,SP
9eaec2635ebf99416ead21c62ef53f67,216b824e1aa1817c80b40f8f2f8b246c,delivered,2017-12-13 17:14:37,2017-12-13 17:31:27,2017-12-15 21:42:19,2018-01-03 20:29:09,2018-01-15 00:00:00,62bdd32424b656b8a1eafe5786bcdc32,89560,videira,SC,65.0,3.0,1.0,credit_card,4.0,1.0,89560.0,-27.00447650803858,-51.15253710423868,videira,SC
db7a9e1d2cbac54cc7ead44f1ae8535c,3eda5c7e6340baf62f38dec00856a877,delivered,2018-02-16 16:32:47,2018-02-16 16:46:57,2018-02-19 18:29:11,2018-02-20 19:45:03,2018-03-05 00:00:00,fcecfb187df6e865659cfdc0620b06af,4230,sao paulo,SP,192.98,3.0,1.0,credit_card,3.0,1.0,4230.0,-23.60545856528855,-46.59200607685887,sao paulo,SP
3caf6c286c8cde37ea9c0fb2da0e3169,c8b8fc6a174f7e78125428ff2e452cca,delivered,2018-06-11 09:37:23,2018-06-12 05:15:58,2018-06-13 10:25:00,2018-06-19 16:18:43,2018-07-13 00:00:00,d5abc2b56863ca7eddbeef26361b015e,26310,queimados,RJ,179.76,1.0,1.0,boleto,,,26310.0,-22.71769036507631,-43.56406590011273,queimados,RJ
e317f41180b8a6fa3ce86b6fba6ac3fa,6285f604fa70a13975a094497da3bf6b,delivered,2018-06-25 20:52:04,2018-06-27 08:54:31,2018-06-27 07:37:00,2018-07-05 18:32:09,2018-08-03 00:00:00,b38732950105417b181136c00f9fff9d,69908,rio branco,AC,158.27,1.0,1.0,boleto,5.0,1.0,69908.0,-9.9792822205141,-67.88020368411595,rio branco,AC
3a73a24fa6a0d8ffd462fb4bb62e66fc,da5bd8e328c797b2d8f4d7199d5e94d5,delivered,2017-12-18 17:24:21,2017-12-18 17:36:30,2017-12-19 18:21:51,2017-12-27 18:58:40,2018-01-12 00:00:00,374435e2f0f48d047373cdcf1df86d8c,6780,taboao da serra,SP,156.51,3.0,2.0,credit_card,5.0,1.0,6780.0,-23.623192318731416,-46.79148699861499,taboao da serra,SP
51879b7474407f56048b6c36cc3e263c,82141426f5565b47a8b8433342024da7,delivered,2018-07-25 21:44:59,2018-07-25 22:15:07,2018-07-26 11:12:00,2018-08-20 11:52:13,2018-08-08 00:00:00,7b15d3cbd163f636a2e28c3edaea9a2b,13188,hortolandia,SP,222.87,10.0,1.0,credit_card,5.0,1.0,13188.0,-22.89820867762602,-47.237755899494985,hortolandia,SP
385408894abaef5ea2b48046ca02f823,18e2faab25e5ef1ffc283ef3775b9a87,delivered,2018-02-15 11:26:54,2018-02-17 03:47:43,2018-02-21 16:55:08,2018-02-27 17:18:54,2018-03-08 00:00:00,0856d049bb504667a1a2c34d75af0061,32010,contagem,MG,45.0,1.0,1.0,boleto,5.0,1.0,32010.0,-19.93304548921349,-44.07764439803627,contagem,MG
a5dfe2f94a7c8cb55a435a6ed9fc2c12,7838d18f32fd8c01bf0712b588663c16,delivered,2017-05-01 19:04:07,2017-05-03 11:35:43,2017-05-04 12:15:24,2017-05-15 12:10:57,2017-05-26 00:00:00,4f565e623a2b39b6b3d36aa1678f9e92,16072,aracatuba,SP,76.05,1.0,1.0,boleto,5.0,1.0,16072.0,-21.201786668449525,-50.45806674629396,aracatuba,SP
5662e7f8bbc6abe55e104ac06994a731,b253ab4ce264a72304410c04d66e3908,delivered,2017-10-02 11:56:39,2017-10-02 12:07:21,2017-10-02 19:05:32,2017-10-18 16:22:50,2017-10-31 00:00:00,eb558f96a4145d74586480071f6e7c88,35500,divinopolis,MG,57.69,3.0,1.0,credit_card,1.0,1.0,35500.0,-20.14035968780133,-44.884079632219006,divinopolis,MG
7e4d4a50dc999bcf59d2e055db0f4b37,3ea256d0100550636253563da3e913bc,delivered,2018-01-08 01:30:12,2018-01-08 01:39:20,2018-01-08 22:37:51,2018-01-19 20:49:02,2018-02-07 00:00:00,8c7be63e191ee9f0045e3b61a4d44867,29102,vila velha,ES,79.56,7.0,1.0,credit_card,5.0,1.0,29102.0,-20.37128036966112,-40.30721837760808,vila velha,ES
d7ebfa9a59497087b6f2383f00689fcf,6da7fdc344021e769a846085968f48f0,delivered,2017-10-29 22:45:35,2017-10-29 23:05:48,2017-10-31 23:44:50,2017-11-14 18:42:27,2017-11-23 00:00:00,4db04f3853752458316271e5a12f422d,89600,joacaba,SC,64.1,1.0,1.0,credit_card,5.0,1.0,89600.0,-27.172115507742987,-51.50903852507784,joacaba,SC
