review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
50a1eaa2f96d6f3e02d0cd68d92bab75,4a7cf245701068d38d441791b735e4bd,5,***** Recomendo,Super rápido.,2018-05-10 00:00:00,2018-05-11 03:08:49
7b2d3a4794961271f9150b21fecfeed0,2964eb001b521cc23017f1c007a6712b,5,,,2018-04-06 00:00:00,2018-04-08 18:42:33
ba3e82857e13ba647e843f5a4ade76c1,ebcb12dc163784a4dad2cddb8feb64aa,4,,,2018-06-26 00:00:00,2018-06-26 19:47:07
1f5f1df7e359907eaadcb67e73590c10,7958f96c87dcc4edd752ef1a39e75cd9,5,,,2018-04-28 00:00:00,2018-04-29 12:38:06
c399eafa15aafaecdd1d9008f5b34ed6,3081ddf6e7c6afa4e4124e7882486fcd,5,,"Entregou no prazo certo, fiquei feliz com a compra que fiz",2017-06-23 00:00:00,2017-06-24 00:58:52
57e994485c2ebd293e4fa9cd62e5bb96,201691efe89d4d71f36e5ea279a8759a,3,,"Comprei dois lustres pendentes, com a parceira targaryen e só me enviaram um lustre. Abri reclamação, mas ainda não recebi resposta. Aguardo solução por parte de Lojas lannister.",2018-03-14 00:00:00,2018-03-16 20:26:10
59d95e0b5b52d038dc3a022b7c912969,fc8c2e8bc069aea361c41c313464993c,5,Super produto ,Muito bom alta qualidade!,2018-07-04 00:00:00,2018-07-05 00:56:21
5241fcad10d7b45a1761f1e1e1536faa,0bcbcc3e0a09b3f6a9495de35f452616,5,super recomendo,"chegou dentro do prazo e o produto é de excelente qualidade! Acabou as dores nas costas, estou dormindo muito bem!",2018-07-07 00:00:00,2018-07-09 18:12:17
5939898b5d2ac05454b2fe1aeecaad19,ff37040ee7efbb9709c2b4389c4c0fc4,5,,O produto chegou muito rapido e de boa qualidade recomendo o produto,2018-03-09 00:00:00,2018-03-12 10:32:15
3ec66627133a5ddca2ee88a81b95bb13,f7641c0de17b431a84de1c1b1cc508fd,4,,,2017-10-17 00:00:00,2017-10-20 01:10:27
c4a20a1d2d634f814cca9311edd60e99,1a558554b7f10eba1ffdd56ce469df63,5,,"otimo produto só nao veio manual, mas sem problemas.",2018-04-21 00:00:00,2018-04-24 14:26:37
2c303fb6b2f9c16f324f7deb88e736fe,d9fb85f3f3239e18e331c9f622d6998b,5,,Produto muito bom,2018-08-08 00:00:00,2018-08-09 05:27:42
62643d4b292ce733f36482b980a08ecb,22c9adee57f279cc5b0741ddabc89e6b,5,,,2018-07-24 00:00:00,2018-07-25 03:29:13
c239d18d7e310e477d5e7b76b362db1d,80a2b0dcabefef6a83477204433b2482,1,,produto foi entregue com umas das alças com problemas (está faltando 1 pino de fixação),2018-03-11 00:00:00,2018-03-13 21:17:09
76a2c91e6bf615fe58abe97b55a19ee1,ff014de83d667807820e68d8ea975281,5,,,2018-06-30 00:00:00,2018-07-03 13:33:08
c01eaa86159b994afb4c5eb920993ebc,16e38caa92e342c7780f68832f832d4d,5,,,2018-05-25 00:00:00,2018-05-25 03:45:28
4ab6671319156f978e972e2ac2c48ad8,897fab0704eda65c69520010b02a3fee,4,,,2018-05-19 00:00:00,2018-05-21 12:29:51
f5eb912253261b8bb2dc5b1a1f4e2f0e,dccf99a9f12d7217cd20878c985d55ac,4,,,2017-12-19 00:00:00,2017-12-20 02:19:54
281d81f9c0034f6d75b24191829cc0e2,f816e2d1a8c3f47837c88fc08ba39dce,5,,,2017-09-19 00:00:00,2017-09-25 17:26:36
5e5288d0fcf91a6d5462dd255befb6de,5d1e5995e3ceddeeb9883bb9e449bd5f,5,,,2017-11-24 00:00:00,2017-11-27 11:24:02
4677abdc2e2e59f87b19f57edd36c883,c5ad60266a394a7f574c140c0248ec43,1,,,2017-04-20 00:00:00,2017-04-21 01:17:20
2cc511ac46694596bf61ffb6fb37cffd,2a02e0744a44c3062272575a439947e4,5,,,2017-07-13 00:00:00,2017-07-14 13:16:52
bc4ece7c3e5388f72210c37b9c3f4aec,9764b03686753eaa7ea549fa0b805f75,4,,,2018-02-01 00:00:00,2018-02-01 20:35:08
5442f4e36faa9fd2ed031c645a9d9acf,043f43899c67438005004d160d18f55c,5,,,2018-06-20 00:00:00,2018-06-22 21:53:48
8a310b56e4d05a7786d23986a1a49ae9,c5a47daec61dfde191baca4e5c10668f,4,Recomendo,"O pedido chegou antes do combinado, muito bom.",2018-05-08 00:00:00,2018-05-10 17:19:17
b543affbc59262ffd186c14471b19293,604d751f2a7e1dbdc206eec36e4bcb81,5,,,2017-11-25 00:00:00,2017-11-25 18:16:18
91283389ca8846dd242990c799a85f5e,b70e6b353379423761497f0d95376da2,5,,super recomendo o produto que é muito bom!,2017-08-17 00:00:00,2017-11-05 15:18:55
5f8ed42b9eee8adbd7344caca4ca507e,05ad071b550b1cf2815e8bf3bec3291f,4,,bom em todos os aspectos,2017-05-20 00:00:00,2017-05-23 10:43:03
a85be88fe0344d5fde7ac7a89d7a3f85,df14f6645d1232e2c0e88fd8566e0a87,5,,,2018-01-16 00:00:00,2018-01-23 00:42:26
35fabb1fcea11c86ba6dbe8280d8d0de,31c2a4ddeb6a9db03922009a2dfcb254,3,,,2017-11-04 00:00:00,2017-11-05 01:28:10
5e20ad4da852f44644a83c56fc8cf40c,ffde92ba447b33a47d1c04d203f10f41,5,,,2017-12-06 00:00:00,2017-12-06 21:30:08
d0d5bd829045a78ca12fc12bdcd99fce,a5e7e590a77dc838c0311d33e0c88abb,4,,,2018-07-03 00:00:00,2018-07-04 17:42:43
7c43af1205ff01c2b95065b2b02b3343,bc8f3e9818eb33025b36bc379eebc6e8,3,,"Houve alguma confusão entre vendedor e o stark, pois recebi um email do stark pedindo o cancelamento do produto por algum imprevisto na entrega; neguei e recebi o produto dias depois.",2017-06-09 00:00:00,2017-06-12 11:07:41
fa82e03e20dd362ebe83572fc81398c7,52ef81c49a349b1162a7bd4a8c2034e4,4,,Gostei ,2017-05-03 00:00:00,2017-05-04 11:50:29
7e6becdbaed9bd20e60602d1f8c2b4f9,acf6e912a8db79e50ddd2fe14628e89c,1,,,2018-08-15 00:00:00,2018-08-15 21:08:00
572ffee0005ca2a59bf5be1b0c503c23,dcccbd535ac6be4884373971fe2cf444,4,,,2018-02-16 00:00:00,2018-02-17 11:38:43
6d5cbd66b8b52a035e44276fdda28797,60ddc3cf31819e316702f9ede42e26c7,5,,"entrega rápida, produto conforme esperado",2017-04-20 00:00:00,2017-04-21 10:54:36
a3d308c5563d93a99c7896bf7ff94e80,a80aedf3acd66b4cd4f63901251af78f,4,," adorei o produto;; recebi antes do prazo combinado ,, ficou muito bonito",2017-05-10 00:00:00,2017-05-15 16:23:26
699b866b71b5ad31f1faa2b1ab4fe1a6,43150008aa4569cfef4be756bd7dbdd3,2,,"recebi sim mais com defeito os encaixes sao dois igual e nao fecham 
",2018-01-18 00:00:00,2018-01-24 10:19:28
34b00aebc110240a17917edaee0349ce,3b85cb67e49cb00b5c0a3d83592a1fc0,5,,,2018-06-05 00:00:00,2018-06-06 17:25:53
1ff86f2ca823caab2e02507d2633081d,69ffbfbfbabf0d4360c4deb0632b6f1a,1,,"Gostaria de saber quando chegará meu produto?
Pois já se passou a data prevista para entrega , gostaria de uma resposta estou aguardando!",2018-03-22 00:00:00,2018-03-25 23:32:00
0e5149ccee3f7414ba4d17c13f051259,fc9a5afd96050ceb0d9f12a4f8c5d9f0,1,,,2018-08-10 00:00:00,2018-08-12 21:45:01
bbb937e9c2b62a2205af03e8a7fed42b,0ba01684638233b0955369c3ccbdb414,2,,"comprei um relogio de presente de natal para meu filho e ate agora nao chegou. enviei mensagens e na ultima conversa o relogio chegaria ontem, porem nao recebi nada.",2018-01-06 00:00:00,2018-01-11 10:44:19
77ac6288ca3e09284cb264d6b0b4d7a2,0ad0006728103ff08cda112f7940bcd1,5,,só poderia entregar mais rápido fim de ano ,2017-12-29 00:00:00,2017-12-29 22:23:00
4276cb3d2b2519d9e1d714a9905c58e4,4879204a6b45d7ba10b3d703ba460778,5,,,2018-06-13 00:00:00,2018-06-13 22:16:22
9789da30de867a89d9e05b5cd70372c1,53abe7c4aed1dfb3bf25e69723fd9a4d,1,,,2017-06-21 00:00:00,2017-06-23 19:11:32
9e96e374304db42a8aecd4a97d53cc1b,00f251b943aba645652c7138e4716fee,5,Super recomendado,Estou plenamente satisfeita com minha aquisição. E recomendo. A única coisa que não concordo é com o valor de frete. Autíssimo.,2018-08-21 00:00:00,2018-08-22 11:09:52
5bed105c6756af72c550e78d4e9bcba7,63c10abe3e4a1cfbeda3cdde88766893,1,,"Estou aguardando uma resposta até hoje, sobre os meus produtos, já foram pagos e ainda NÃO os recebi, foram 03 iguais e necessito falar com pessoas e NÃO máquina ou gravações.",2017-08-19 00:00:00,2017-08-20 16:42:11
9be8656dd570c54e69aeb6439efe3c32,87c6169aae0c57897be7344931c2839e,5,,,2018-07-05 00:00:00,2018-07-06 00:14:18
63f31d7ca2f26a15d6dc7acae2effaaf,e4dd475ba157a8f4d4dd4f0b8e7c92b3,4,,,2017-09-19 00:00:00,2017-09-20 13:23:03
c70f661829da37bccaeda6bcb6aed01e,e387920071d53124f3db7d7b1a42c257,5,,O pedido chegou antes do prazo. Obrigada.,2018-04-03 00:00:00,2018-04-04 16:59:27
25fda988dee00164bb85f0797965ba48,ff2fa4d5d45e92668ba2af1a45bfbe03,5,,,2017-12-15 00:00:00,2017-12-16 02:38:33
da0e38f1e309050bbc68b200c2538188,8192fd7211b9eac71752e6c23361a422,5,,,2018-04-27 00:00:00,2018-04-27 23:05:04
94d950a41403f4a115ab713488ddb3cd,dcd9b00fff62919c208f9e424f8b2c13,5,,"Produto perfeito, chegou antes do prazo!",2018-01-30 00:00:00,2018-02-01 21:40:37
e9c0f57b4407df02dc7248e0c2acc520,18039c75b688e58760cca5b168b3b240,5,,,2018-02-09 00:00:00,2018-02-14 21:34:26
253662a4cd78b84ca6547d0359fe90f6,aeb81ccabe4f164a26e763cd5b07fd99,1,,No aguardo de um retorno urgente.,2018-04-15 00:00:00,2018-04-17 20:24:28
d1022bc36ae98c11c7479dedc36f837f,5982fca4536769e5024e12eb8b6f473c,5,,,2018-04-04 00:00:00,2018-04-05 12:32:55
681f83974b36c2f3b2dbb66b31c2d101,03bd6f7b95588e476cdef4abb2cfdd0d,4,,,2018-08-03 00:00:00,2018-08-04 09:52:20
3ddeab8903b5a44dc3fc4d34b3a476f3,ac5daeb29c4fe812e7e48753b886f6f1,5,,Exatamente o que eu precisava ,2017-07-20 00:00:00,2017-07-21 18:31:07
a68b5b20f860f7904fd5486d3a2d5173,ac4b7ecdaaa68d5c37e626e9a1f49005,3,,,2018-05-25 00:00:00,2018-05-25 11:06:00
185ddd533ae43daef9e6e905f5bd0207,e7ffbd51295367d5f8a78ba036ac2b49,4,,Não veio a nota fiscal,2017-08-25 00:00:00,2017-08-28 02:40:58
7a845d0d61a2195360d6856d4f0bbaa8,efd5eba320d140f8659440d74a81fc90,5,super recomendo,"agradeço muito, pois recebi o produto correto conforme encontrado no site, a entrega foi super rápida. fiquei muito satisfeito e com certeza vou recomentar para os amigo.",2018-05-08 00:00:00,2018-05-10 19:24:17
a825b4cf675d670ee0b914688f751e0e,55e5ec213742bae19f2e36685d3aa5e9,5,,,2018-03-04 00:00:00,2018-03-05 00:52:31
b233702fef3215f3583cc73d0f7fc9c2,884c8bf4713eff2d1830882d96a8f90e,5,,,2018-05-19 00:00:00,2018-05-21 23:48:01
7d6499afc459f9db79dbf339e0164286,97352341e218f0089a070b1be89f47bf,5,,,2018-06-20 00:00:00,2018-06-21 00:24:01
3cb733daf0cbc6a4c3bb5f733cddca7f,aa31e416f67318939922854f9af2b087,5,recomendo a todos.otima.,,2018-08-16 00:00:00,2018-08-16 20:41:43
2a6e41926e180f124e93751a267af2a6,2866ad7dcb3cfdab34405a82b8a77215,5,,,2017-07-27 00:00:00,2017-08-08 10:40:04
560effdc2aaba0ed5d37ed8a98cc6af2,3ef6bcdda6193f8657168ba7e8b3e948,1,,"Recebi outra boneca, quero devolver e não consigo contato! Jamais compraria novamente dessa loja! ",2017-12-07 00:00:00,2017-12-11 23:48:29
23bb19a944b4148d8f438485a594964d,044406a115a855072a8e79d38f028a80,1,,,2017-08-11 00:00:00,2017-08-12 02:14:46
6ec053f68851a636a8384da6de23a481,c5b859a429fc1d63c1444ad6a7a52d27,3,,,2018-03-29 00:00:00,2018-03-29 22:30:52
8bf2ed0dcb199f4db44a16381e8b996b,bd5c9d506fee7419ee3c669d0123a067,5,,,2017-03-30 00:00:00,2017-04-02 22:11:30
1c0a2e60f8bdbed3b6d6a09ec379f006,2c1ccd5d927cd108ebbdf62741bf5dc7,5,,,2018-01-23 00:00:00,2018-01-23 22:22:31
e384c4fe94ea5a6f3663cee2481e29b8,ee0a25ec12376692fee5a7d0613f466e,3,,,2017-05-30 00:00:00,2017-05-31 00:59:12
8f4c4882df92da5127153b67f5541806,35084b4c2264dec95673bc5b657289c0,4,,"Tudo conforme e entrega muito rápida!!!! Que pena que não verifiquei a cor, pois era preta e precisava de cinza. Outro ponto que tive que lixar pouco para funcionar, mas nada demais.",2018-04-18 00:00:00,2018-04-18 22:32:46
a9a9489f00b37728b4905e47f2b95a4d,97c03a7db982e3af99d766bac1aadc7f,5,,Entrega rapida e correta,2017-12-21 00:00:00,2017-12-21 10:12:10
fa21958cdc768ddc5103568bac35177a,7f8f6e7d331e83effb58aa14f32cad44,4,,,2017-04-11 00:00:00,2017-04-13 19:22:50
403fc87c877b6678fe666f0f0d2bbf05,94fca82966c05ba707f4e7dc0c50aa3c,4,,,2018-08-22 00:00:00,2018-08-22 14:33:44
e8ef92df93348dc8d96b1b6a8b0567ee,2b60eebc028bc36dca9f731556d1581f,1,,fornecedor não enviou o produto correto. solicitei o sabor chocolate e me foi enviado outro sabor.,2018-04-13 00:00:00,2018-04-13 12:30:57
5dc55cef4dad0e715dbb062e1dd24a03,07a97e5f41dfa29925b661eee8e73c26,5,,,2017-08-30 00:00:00,2017-08-31 00:53:11
43375ed8d561b2d0dec4486143cb871c,21717aa89515f9499d2c94578f7848f8,5,Recomendo,Relógio lindo entrega antes do prazo,2018-06-23 00:00:00,2018-06-24 13:46:23
4d482fdd3daec036656387082f22786a,d7108e3ddf254c6b56ec41b3a4e0567e,5,,,2017-06-02 00:00:00,2017-06-02 18:04:31
266b646bb1e97e0b7fe0bcfbb39029b1,5c87f97c103f08f9cd977b07384a3fd3,5,,,2017-06-06 00:00:00,2017-06-07 13:06:00
0db1b55476da996d2b2b46a74a6ae167,4c9147aeea82dddeeff09c3a170a4820,5,,Gostei muito do que comprei com vcs muito obrigada breve farei outras compras vanda,2017-07-12 00:00:00,2017-07-12 12:09:24
e22a022a5987718d0dfc6a7d21998726,cde3f389a60c48bf85f49e8daf2144f9,5,,,2017-05-07 00:00:00,2017-05-12 00:38:17
89b228124a449c8c70071e67a0908fd9,9a870a0bd211f5dcb640562f09fb33e3,4,,,2017-05-03 00:00:00,2017-05-04 01:23:50
9f2ba62e9e1e34d06e8ae338c55e9ce6,eb22a3bed09014af3e8b797ca6261a9e,5,,Dentro do previsto,2017-11-01 00:00:00,2017-11-02 08:38:52
30f2619843ddd4a19bbcb306669d2bf0,5bb8d2fbca419676d395687e28f5263b,5,Muito Bom,Só imaginei que fosse maior a boneca. Mais é legal ,2018-07-24 00:00:00,2018-07-26 22:37:06
23720c12363414a9c68447d5372f867d,bd53eaf563a119c58bdf9a9d5b8cd012,5,,,2018-06-21 00:00:00,2018-06-21 23:04:56
575f8ea4f8e6c9f525c2ec2f69f05807,23976d6dc9224e9d1f9e38a7b6fb03df,5,,"Foi entregue bem embalado.
Entrega rapido comforme prometido
Comforme a imagem.",2018-03-17 00:00:00,2018-03-18 00:01:33
1f5aa5d7c3ee7895e4d223797b5a5f2d,c79bdf061e22288609201ec60deb42fb,5,,Tudo ocorreu de forma eficiente,2017-05-10 00:00:00,2017-05-12 00:58:11
4d59d6249215713bfda42353af53f255,4ab8b7a8e23908984157974ae4ad6436,4,Produto entregue,Produto bom e entregue antes do previsto.,2018-06-02 00:00:00,2018-06-04 19:53:33
87b877372ded0fe3bb0a5701e9291005,9ab7e83865799ba29a85d51263a137cd,5,,,2018-05-12 00:00:00,2018-05-16 06:30:04
ca912b833f218e7ecc18c7f3f3108586,e01023596310bc78e2726329569e3d21,5,,"Produto bom. Entrega antes do prazo
",2017-11-14 00:00:00,2017-11-15 12:08:39
afd9b3d196f0acd81d79d8ccd79c2430,5040757d4e06a4be96d3827b860b4e7c,5,,,2017-10-31 00:00:00,2017-11-04 21:12:29
81d10002d089ca9b6715acc0db0f8dcc,46aed1a9166babaebbe7af749841b024,5,,,2018-01-04 00:00:00,2018-01-06 07:21:31
e417e6865995952bb2c2369de0c5737b,063de687a6d9389fb6f6934d19d447f8,5,,,2018-07-10 00:00:00,2018-07-13 20:26:39
8fab6f3f76f51208efe7f36c23734369,bdd388b78e095998453503c63b83e280,5,,,2017-12-05 00:00:00,2017-12-05 20:56:14
bec790c60b0c290955f484d9d3cee718,0cbd0d96e2c18087121c68e209f4e8a3,5,,,2018-08-17 00:00:00,2018-08-17 22:41:41
b5be606d37fe1a0bd2bbcb7e550574a2,cfa438aab28ed50c386312e0e475dd82,2,,"Recebi a encomenda de forma normal e dentro do prazo, contudo, recebi de primeira uma data de entrega estimada e que posterior, a data foi aumentando. Não gostei dessa atitude. Demorou 2 semanas.",2017-07-11 00:00:00,2017-07-11 23:10:43
d1706e7fbde9d6d95f5a3f4f72cfed6b,2b8964f15c12ac5df6946804df101d82,4,,,2018-07-12 00:00:00,2018-07-19 11:23:11
46abf3ea0b2710ad41390fdb79c32d84,5040757d4e06a4be96d3827b860b4e7c,5,,,2017-11-07 00:00:00,2017-11-10 20:07:48
8398a936e2b8eb0cb0a14d15455befb8,c75939f71cf719e8454386d669f0a53f,4,,,2018-05-04 00:00:00,2018-05-07 06:58:05
371a37ca26fc269601f5c60ba88f9535,6c5d1e03493316b72304f07834a03325,1,Não entregou no tempo .,Sem pontualidade não da satisfação ao cliente.,2018-07-13 00:00:00,2018-07-13 17:20:43
75478c69aba47abf44e6e84c41ba955c,08c6860a0281fefc591da60249d5fa76,5,,,2017-04-28 00:00:00,2017-06-17 18:54:56
9e3d2fffc649449b0d504556d9ab07da,a2c583649d96b6b15a0385d0ef630f33,5,,"MUITO BOM, ENCOMENDA CHEGOU CERTINHA",2017-05-14 00:00:00,2017-05-15 04:08:50
1258a603cc9e4897f7955ab218c83b8c,4a4c3e1ff92b16c0ecf770b504693a88,3,,,2018-02-03 00:00:00,2018-02-03 23:43:14
02aa1cb277f0b399f8f510d844398a3f,2baefcba89167375b680182633028792,3,,Muito bom,2017-06-16 00:00:00,2017-06-17 01:58:14
3beac5d450c96b321a8e8b71394ececb,e58ed0440e44bc5b5e5cba33106e3f66,5,,Produto chegou rapidamente e conforme o anunciado.,2018-01-11 00:00:00,2018-01-12 20:51:06
990648ddcf81df276278d16e1f5e9c16,4540a046d78b66514285266847c73d3c,5,,"Produto de qualidade, preço justo, entrega dentro do prazo.
O produto atendeu as minhas expectativas.
Recomendo o vendedor.",2017-07-07 00:00:00,2017-07-09 00:33:40
1b0193dec8f270afea83302dc238f7e6,b26281af4e5c3a50b10887f626ee883f,1,Entrega Parcial.,Efetuei a compra e pagamento de duas unidades e recebi apenas uma unidade. Aguardando tratativa.,2018-05-05 00:00:00,2018-05-08 11:19:49
48453a13017656bf867e2c2ff88672d8,e6be529ac8d87744b406d4e03a8fe2be,5,,,2018-04-05 00:00:00,2018-04-05 20:50:50
70e911b9897120cc31ffb9b20e0e1055,ec5c62e3694f59fb2e2694eeea5efd99,5,,,2017-03-24 00:00:00,2017-03-27 11:18:08
44bb8c2ad3bb9c2bb3552a034eeffc4c,56c79c2be1ceff5839d56e340e847833,2,Bebedouro,Bom dia ... comprei um bebedouro vermelho metálico... é recebi um bebedouro Rosa... obs... meu cachorro é macho...,2018-05-08 00:00:00,2018-05-11 11:03:01
b7d03880a3ed8bf093567e511703378d,f01954cab76ef5d938d291d2f1d201e5,1,,"Não foi entregue, a primeira vez que acontece isso.",2017-05-18 00:00:00,2017-05-18 23:27:28
35ae251380ed456cad351fdf80beeb88,42d0d6be3900c1f50190096f216695b1,5,,"só acho que poderia ter comprado mais cartuchos, mas não as fiz porque cada cartucho veio em um frete diferente, coisa que poderiam ser colocados em um único pacote, o que baratearia o frete.",2018-01-16 00:00:00,2018-01-17 02:55:12
2dd17197d2b15c3bd0163a718705844f,6eeedb3e16d8072305be02562c253602,5,,,2017-04-10 00:00:00,2017-04-10 22:44:12
4c0f1bafc8726f10261a3858445102c0,df14bdc601f10bff4d2757a9710be81f,5,,,2018-05-15 00:00:00,2018-05-15 20:29:46
6aabdfa02c0f8e0fe882c312863a3be5,cc378c27f87ead12f2c154eb5fde22d2,3,,,2017-08-10 00:00:00,2017-08-13 03:10:43
56b1484463861c689c1274141bfc3de1,ff229c2bb720b61c11d51e0249799aba,5,,GOSTAEI DA RAPIDEZ DA ENTREGA,2017-11-08 00:00:00,2017-11-09 02:26:08
acedfbfb8b4d555c64ac50f469a077b1,8b2a3c0228399148a783f5ed8c1ce83b,5,,Parabéns ,2018-01-31 00:00:00,2018-01-31 22:25:03
dda0c4b086e775233a80b0e3c119e8db,a6891e28ce17d3ec9391ae48c5a321d1,5,,,2017-09-07 00:00:00,2017-09-08 17:19:25
d7c4def1724e46cacc8701632b277494,5fbe0933118a1dec4ac5424ef0ed0686,3,,,2018-07-11 00:00:00,2018-07-15 00:50:52
45d08e949b90534b88d78955c4aeb180,61ea97d56d5149277b28083dd851754f,5,,Ótimo em TDS os aspectos,2018-01-25 00:00:00,2018-01-25 18:25:57
811154e66275f1fe9aa010a9bfc5aaf9,674d4392ff644f0fba9c04e010843951,5,,,2017-03-29 00:00:00,2017-04-01 19:26:49
12bb7793384d3ab81de45068d3da0012,02de39953ce1cf1f7c6d46aac400ee82,5,,,2018-07-31 00:00:00,2018-08-02 19:02:01
3b2d60e294fd05f9b84252474fe09c8a,1a1b532e9fc48a702923b8ef014735e9,5,Bom,Gostei muito,2018-07-11 00:00:00,2018-07-12 13:45:01
6b7780d0c548e354f128ffc544a2c482,112b993827414a482ef6534e251fad3a,5,,,2018-02-07 00:00:00,2018-02-08 22:40:52
04bcd611f13b587079c04472be3522e7,1e09b85a1e6ef1c95b4c08e874ef7ff0,5,,,2018-08-19 00:00:00,2018-08-20 10:44:59
179527c47972453d440d9f65626945e4,20c60f23d0f1231ad895fde039554666,2,,"Comprei 2 relógios, mas só foi entregue 1",2017-07-25 00:00:00,2017-07-26 00:16:24
8adaa7d1f033a89f30ea7ab88182764b,6f3bcb56b24abe9303122deb9ab78295,5,,,2017-06-08 00:00:00,2017-06-11 12:32:01
7992e4776ed8169f5199a4153b5ea142,96c284fea37bf65abad9c4c8847a869c,5,,,2018-01-30 00:00:00,2018-01-31 15:02:52
af38d42b6d29ac203b6dff3e1cc7bd68,a8aa2cd070eeac7e4368cae3d8222e2b,5,,,2017-05-17 00:00:00,2017-05-18 12:23:21
c05541493df4a00ecf66076ce9607aab,7c1336779536fdd545a35df012e0ed5e,5,muito bom,,2018-07-24 00:00:00,2018-07-25 16:07:16
1bb3b0d6a428cfdcf089dacd86b2436c,470ae997eff151effb3503add146880b,5,Entregue no prazo,Super recomendo os produtos são lindos!!😍😍,2018-06-07 00:00:00,2018-06-08 03:26:08
b8a2743d253ba5187a567d4434c84399,7729bd24067381622a58a0231d77fe2d,3,,"Motor ótimo, só não vem as cremalheiras junto!",2017-04-05 00:00:00,2017-04-06 11:41:11
ac041a317017c894baf0ee835d3c3644,e7d112a19f81eb693360bd433f03625f,5,,,2018-05-24 00:00:00,2018-05-28 13:40:40
efc93cd492dbd5db74b7cc8a640dd343,cfa2b603d428bb936f63a21c3f2b99a9,4,,aaa,2017-11-11 00:00:00,2017-11-13 17:57:30
b2659b9ea960dac65b54c9c209cface1,a92da206ef6383c3faea2be21c673e5d,5,,Ótimo produto ,2017-10-12 00:00:00,2017-10-12 21:07:40
7a4da8b41852782972ca1576c7567fb8,b950746ff8453f54ce5e11384e854e80,5,,"Bonito, bom e chegou rápido",2017-03-03 00:00:00,2017-03-03 13:47:43
221f207f3bfa2341ed277a3fe4ad3c58,b197c69f9dfbfc27ce0254caf81ea16c,3,,,2017-07-29 00:00:00,2017-07-31 13:43:25
688b2bfdd4f8aa20867aac192c5f5d55,5a31618943d04d72b8c0762b43df48dd,4,,,2018-07-07 00:00:00,2018-07-10 12:10:41
47fd4f9a759fca9c3a0ba91f24c42207,5cd1e199b5a1a3c27407766b2788851c,5,,,2018-06-28 00:00:00,2018-06-28 21:30:27
2dd58c1795a60f1348580de19585b111,89035fb6f9ed1693ad716ef81c18cdb2,4,,legal. tudo certo. entrega rapida,2017-10-14 00:00:00,2017-10-17 15:54:46
03970912768ad99cdd64270214bb4b15,d57eab70175d8611d6a811d6c2af63ae,1,,"Comprei dois pares de aliança e chegou apenas duas unidades masculinas em minha casa!
Estou aguardando resposta da empresa para envio das outras duas unidades femeninas que não cheopu!",2017-03-16 00:00:00,2017-03-17 16:23:21
2bf5df7780f79084207655a0e335b457,94cab359d45ddd582953e6e793a9724c,5,,,2018-08-10 00:00:00,2018-08-13 13:04:45
